STATION_NAME,PROJECT_NAME,TSS (mg/l),ACTIVITY_END_DATE
GMW070-0109,2007 Corvallis,<10,7/24/2007 14:00
GMW070-0109,2007 Corvallis,<10,9/26/2007 14:30
GMW-07-0011,2014 Corvallis,8,5/20/2014 8:45
GMW-07-0011,2014 Corvallis,5,7/1/2014 16:10
GMW-07-0011,2014 Corvallis,1,10/1/2014 8:30
GMW070-0117,2015 Reference Sites,7,4/27/2015 16:40
GMW070-0117,2015 Reference Sites,<5,6/8/2015 15:10
GMW070-0117,2015 Reference Sites,<5,10/5/2015 15:30
GMW070-0117,2021-2022 Coolwater IBI,<2.5,4/14/2021 10:00
GMW070-0117,2021-2022 Coolwater IBI,7,6/16/2021 11:10
GMW070-0117,2021-2022 Coolwater IBI,2.6,11/1/2021 12:10
GMW-07-0012,2014 Corvallis,7,5/20/2014 11:20
GMW-07-0012,2014 Corvallis,5,7/1/2014 10:40
GMW-07-0012,2014 Corvallis,3,9/30/2014 11:20
GMW-07-0014,2014 Corvallis,2,5/19/2014 16:00
GMW-07-0014,2014 Corvallis,40,7/8/2014 8:30
GMW-07-0014,2014 Corvallis,<1,10/8/2014 9:00
GMW-07-0015,2014 Corvallis,1,5/21/2014 10:15
GMW-07-0015,2014 Corvallis,<1,7/1/2014 17:45
GMW-07-0015,2014 Corvallis,<1,10/1/2014 11:30
GMW-07-0017,2014 Corvallis,2,5/20/2014 14:15
GMW-07-0017,2014 Corvallis,2,7/1/2014 9:30
GMW-07-0017,2014 Corvallis,<1,9/30/2014 8:40
GMW-07-0024,2021-2022 Coolwater IBI,<2.5,4/14/2021 11:20
GMW-07-0024,2021-2022 Coolwater IBI,8,6/16/2021 12:20
GMW-07-0024,2021-2022 Coolwater IBI,14.2,11/1/2021 13:21
GMW-07-0024,2014 Corvallis,14,5/21/2014 9:20
GMW-07-0024,2014 Corvallis,18,7/2/2014 8:20
GMW-07-0024,2014 Corvallis,5,10/7/2014 9:00
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,11/13/2013 14:35
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,12/9/2013 13:55
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,4,1/13/2014 14:35
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,2/17/2014 14:40
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,3/17/2014 14:50
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,4/22/2014 13:10
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,5,5/20/2014 11:10
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,6/17/2014 11:20
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,7/15/2014 11:45
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,8/12/2014 11:40
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,<4,9/23/2014 10:10
GMW-07-0026,2013 Southern Whitewater River Watershed Baseline,4,10/21/2014 11:00
GMW-07-0061,2021-2022 Coolwater IBI,<2.5,4/14/2021 12:20
GMW-07-0061,2021-2022 Coolwater IBI,4,6/16/2021 13:45
GMW-07-0061,2021-2022 Coolwater IBI,<2.5,11/1/2021 14:15
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,<4,11/13/2013 15:55
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,<4,12/9/2013 15:10
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,6,1/13/2014 16:00
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,6,2/17/2014 15:45
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,<4,3/17/2014 15:50
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,5,4/22/2014 15:30
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,8,5/20/2014 12:55
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,4,6/17/2014 13:00
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,14,7/15/2014 13:45
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,6,8/12/2014 13:30
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,5,9/23/2014 11:40
GMW080-0003,2013 Southern Whitewater River Watershed Baseline,<4,10/21/2014 13:05
GMW-08-0001,2014 Corvallis,18,5/13/2014 7:10
GMW-08-0001,2014 Corvallis,2,6/24/2014 8:20
GMW-08-0001,2014 Corvallis,17,9/8/2014 10:30
GMW-08-0003,2014 Corvallis,9,5/13/2014 8:00
GMW-08-0003,2014 Corvallis,3,6/24/2014 9:40
GMW-08-0003,2014 Corvallis,3,9/8/2014 12:30
GMW080-0034,2018 Reference Sites,316,4/16/2018 14:20
GMW080-0034,2018 Reference Sites,10,5/21/2018 13:30
GMW080-0034,2018 Reference Sites,7,10/9/2018 18:20
GMW080-0034,2007 Corvallis,<10,5/21/2007 12:00
GMW080-0034,2007 Corvallis,23,7/9/2007 12:00
GMW080-0034,2007 Corvallis,40,9/10/2007 11:50
GMW080-0036,2015 Reference Sites,<5,4/29/2015 10:25
GMW080-0036,2015 Reference Sites,27,6/10/2015 10:20
GMW080-0036,2007 Corvallis,<10,5/23/2007 15:00
GMW080-0036,2007 Corvallis,<10,7/11/2007 11:30
GMW080-0036,2007 Corvallis,16,9/12/2007 8:30
GMW080-0038,2007 Corvallis,<10,5/22/2007 9:00
GMW080-0038,2007 Corvallis,<10,7/9/2007 17:00
GMW080-0038,2007 Corvallis,24,9/10/2007 16:00
GMW080-0040,2018 Reference Sites,234,4/16/2018 15:30
GMW080-0040,2018 Reference Sites,11,5/21/2018 14:20
GMW080-0040,2018 Reference Sites,8,10/9/2018 17:10
GMW080-0040,2007 Corvallis,11,5/22/2007 12:00
GMW080-0040,2007 Corvallis,22,7/10/2007 8:50
GMW080-0040,2007 Corvallis,53,9/11/2007 8:30
GMW080-0043,2007 Corvallis,<10,5/22/2007 14:20
GMW080-0043,2007 Corvallis,20,7/10/2007 11:00
GMW080-0043,2007 Corvallis,45,9/11/2007 11:00
GMW-08-0005,2014 Corvallis,9,5/13/2014 8:40
GMW-08-0005,2014 Corvallis,4,6/24/2014 10:20
GMW-08-0005,2014 Corvallis,3,9/8/2014 14:00
GMW-08-0013,2014 Corvallis,190,5/13/2014 9:30
GMW-08-0013,2014 Corvallis,100,6/24/2014 11:20
GMW-08-0013,2014 Corvallis,5,9/8/2014 16:00
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,11/13/2013 15:15
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,12/9/2013 14:30
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,6,1/13/2014 15:00
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,2/17/2014 15:15
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,3/17/2014 15:15
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,4,4/22/2014 14:10
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,5/20/2014 12:05
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,6/17/2014 12:10
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,23,7/15/2014 12:35
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,99,8/12/2014 12:35
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,9/23/2014 10:55
GMW-08-0014,2013 Southern Whitewater River Watershed Baseline,<4,10/21/2014 11:35
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,8,11/14/2013 8:20
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,<4,12/10/2013 8:30
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,41,1/14/2014 8:40
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,4,2/18/2014 8:30
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,8,3/18/2014 8:30
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,8,4/23/2014 8:30
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,24,5/21/2014 8:30
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,12,6/18/2014 8:15
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,37,7/16/2014 8:10
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,38,8/13/2014 8:07
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,8,9/24/2014 8:15
GMW-08-0015,2013 Southern Whitewater River Watershed Baseline,15,10/22/2014 8:15
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,11/14/2013 8:55
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,12/10/2013 8:55
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,15,1/14/2014 9:05
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,9,2/18/2014 8:55
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,3/18/2014 9:15
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,4/23/2014 9:05
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,5/21/2014 8:45
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,6/18/2014 8:35
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,4,7/16/2014 8:40
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,8/13/2014 8:30
GMW-08-0016,2013 Southern Whitewater River Watershed Baseline,<4,10/22/2014 8:35
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,4/23/2014 12:00
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,4,5/21/2014 11:15
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,6/18/2014 10:50
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,7/16/2014 11:05
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,8/13/2014 11:05
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,9/24/2014 10:25
GMW-08-0018,2013 Southern Whitewater River Watershed Baseline,<4,10/22/2014 10:50
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,11,4/23/2014 11:40
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,8,5/21/2014 10:55
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,11,6/18/2014 10:35
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,28,7/16/2014 10:45
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,34,8/13/2014 10:45
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,15,9/24/2014 10:05
GMW-08-0019,2013 Southern Whitewater River Watershed Baseline,8,10/22/2014 10:30
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,5,4/23/2014 10:20
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,5,5/21/2014 9:45
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,8,6/18/2014 9:35
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,7,7/16/2014 9:40
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,5,8/13/2014 9:40
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,<4,9/24/2014 8:50
GMW-08-0020,2013 Southern Whitewater River Watershed Baseline,<4,10/22/2014 9:25
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,5,11/14/2013 9:57
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,<4,12/10/2013 9:50
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,48,1/14/2014 10:00
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,5,2/18/2014 9:45
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,8,3/18/2014 10:00
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,7,4/23/2014 12:30
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,32,5/21/2014 11:35
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,14,6/18/2014 11:15
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,21,7/16/2014 11:30
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,14,8/13/2014 11:30
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,5,9/24/2014 10:45
GMW-08-0021,2013 Southern Whitewater River Watershed Baseline,15,10/22/2014 11:15
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,<4,4/22/2014 13:45
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,<4,5/20/2014 11:35
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,<4,6/17/2014 11:45
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,9,7/15/2014 12:10
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,14,8/12/2014 12:15
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,<4,9/23/2014 10:35
GMW-08-0022,2013 Southern Whitewater River Watershed Baseline,<4,10/21/2014 11:15
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,<4,4/23/2014 9:50
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,6,5/21/2014 9:25
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,5,6/18/2014 9:15
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,7,7/16/2014 9:12
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,11,8/13/2014 9:15
GMW-08-0024,2013 Southern Whitewater River Watershed Baseline,<4,10/22/2014 9:05
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,<4,4/22/2014 13:05
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,<4,5/20/2014 12:30
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,<4,6/17/2014 12:40
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,9,7/15/2014 13:25
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,12,8/12/2014 13:10
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,<4,9/23/2014 11:20
GMW-08-0026,2013 Southern Whitewater River Watershed Baseline,<4,10/21/2014 12:50
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,4,4/23/2014 10:35
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,4,5/21/2014 10:00
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,9,6/18/2014 9:50
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,11,7/16/2014 10:53
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,9,8/13/2014 9:55
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,<4,9/24/2014 9:10
GMW-08-0027,2013 Southern Whitewater River Watershed Baseline,<4,10/22/2014 9:45
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,8,4/23/2014 11:15
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,27,5/21/2014 10:30
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,12,6/18/2014 10:20
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,28,7/16/2014 10:20
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,18,8/13/2014 10:25
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,6,9/24/2014 9:40
GMW-08-0030,2013 Southern Whitewater River Watershed Baseline,16,10/22/2014 10:10
LEA120-0007,2005 Corvallis,30,6/14/2005 19:30
LEA120-0007,2005 Corvallis,<10,7/19/2005 12:30
LEA120-0007,2005 Corvallis,<10,9/7/2005 8:05
LEA120-0011,2010 Corvallis,22,6/30/2010 8:30
LEA120-0011,2010 Corvallis,15,8/10/2010 8:00
LEJ-04-0011,2018 Corvallis,7,4/3/2018 13:55
LEJ-04-0011,2018 Corvallis,54,5/22/2018 18:05
LEJ-04-0011,2018 Corvallis,7,10/2/2018 11:30
LEJ-04-0015,2018 Corvallis,11,4/3/2018 15:00
LEJ-04-0015,2018 Corvallis,14,5/22/2018 17:25
LEJ-04-0015,2018 Corvallis,7,10/2/2018 9:20
LEJ-04-0016,2018 Corvallis,<5,4/3/2018 15:45
LEJ-04-0016,2018 Corvallis,<5,5/23/2018 9:00
LEJ-04-0016,2018 Corvallis,<5,10/2/2018 10:10
LEJ050-0011,2016 Reference Sites,<5,4/5/2016 12:30
LEJ050-0011,2016 Reference Sites,16,6/20/2016 12:55
LEJ050-0011,2016 Reference Sites,<5,9/12/2016 15:40
LEJ050-0064,2005 Corvallis,<10,5/31/2005 14:55
LEJ050-0064,2005 Corvallis,17,7/13/2005 16:55
LEJ050-0064,2005 Corvallis,<10,9/8/2005 8:40
LEJ050-0066,2021-2022 Coolwater IBI,<2.5,4/20/2021 11:00
LEJ050-0066,2021-2022 Coolwater IBI,31,6/22/2021 10:45
LEJ050-0066,2021-2022 Coolwater IBI,5.3,11/2/2021 9:35
LEJ050-0066,2010 Corvallis,40,6/22/2010 9:50
LEJ050-0066,2010 Corvallis,11,7/26/2010 15:20
LEJ050-0066,2010 Corvallis,<10,9/7/2010 16:20
LEJ050-0068,2010 Corvallis,32,6/22/2010 12:30
LEJ050-0068,2010 Corvallis,18,7/26/2010 12:30
LEJ050-0068,2010 Corvallis,13,9/7/2010 12:40
LEJ060-0015,2021-2022 Coolwater IBI,7.5,4/4/2022 12:35
LEJ060-0015,2021-2022 Coolwater IBI,16.6,7/26/2022 12:10
LEJ060-0015,2021-2022 Coolwater IBI,<2.5,11/1/2022 14:15
LEJ060-0015,2010 Corvallis,18,6/22/2010 13:40
LEJ060-0015,2010 Corvallis,<10,7/26/2010 11:30
LEJ060-0015,2010 Corvallis,10,9/7/2010 11:30
LEJ-06-0007,2018 Corvallis,214,4/4/2018 8:45
LEJ-06-0007,2018 Corvallis,26,5/23/2018 9:50
LEJ-06-0007,2018 Corvallis,5,9/25/2018 11:30
LEJ070-0026,2005 Corvallis,39,6/7/2005 16:25
LEJ070-0026,2005 Corvallis,22,8/10/2005 9:30
LEJ070-0026,2005 Corvallis,18,10/18/2005 11:55
LEJ070-0027,2005 Corvallis,28,6/7/2005 15:50
LEJ070-0027,2005 Corvallis,39,8/10/2005 10:30
LEJ070-0027,2005 Corvallis,10,10/18/2005 11:20
LEJ-07-0010,2018 Corvallis,8,4/3/2018 10:40
LEJ-07-0010,2018 Corvallis,30,5/22/2018 8:40
LEJ-07-0010,2018 Corvallis,10,9/26/2018 8:20
LEJ-07-0011,2018 Corvallis,308,4/4/2018 9:30
LEJ-07-0011,2018 Corvallis,33,5/23/2018 10:31
LEJ-07-0011,2018 Corvallis,<5,9/25/2018 12:50
LEJ080-0014,2016 Reference Sites,<5,4/5/2016 11:30
LEJ080-0014,2016 Reference Sites,10,6/20/2016 14:00
LEJ080-0014,2016 Reference Sites,<5,9/12/2016 17:50
LEJ080-0014,2005 Corvallis,12,6/1/2005 10:10
LEJ080-0014,2005 Corvallis,10,7/20/2005 15:05
LEJ080-0014,2005 Corvallis,<10,10/4/2005 10:30
LEJ080-0016,2010 Corvallis,26,6/22/2010 8:00
LEJ080-0016,2010 Corvallis,13,7/28/2010 8:30
LEJ080-0016,2010 Corvallis,23,9/9/2010 8:20
LEJ080-0017,2010 Corvallis,10,6/22/2010 16:30
LEJ080-0017,2010 Corvallis,19,8/2/2010 15:50
LEJ080-0017,2010 Corvallis,<10,9/13/2010 17:00
LEJ-08-0008,2018 Corvallis,36,4/3/2018 12:40
LEJ-08-0008,2018 Corvallis,6,5/23/2018 11:50
LEJ-08-0008,2018 Corvallis,8,9/25/2018 8:20
LEJ-08-0009,2018 Corvallis,31,4/4/2018 10:20
LEJ-08-0009,2018 Corvallis,18,5/23/2018 11:05
LEJ-08-0009,2018 Corvallis,7,9/25/2018 10:00
LEJ-08-0010,2018 Corvallis,218,4/4/2018 11:15
LEJ-08-0010,2018 Corvallis,64,5/23/2018 13:15
LEJ-08-0010,2018 Corvallis,32,9/26/2018 10:30
LEJ090-0031,2005 Corvallis,12,6/2/2005 7:05
LEJ090-0031,2005 Corvallis,25,7/20/2005 7:10
LEJ090-0031,2005 Corvallis,<10,9/7/2005 16:50
LEJ090-0033,2005 Corvallis,<10,6/2/2005 9:30
LEJ090-0033,2005 Corvallis,40,7/20/2005 9:25
LEJ090-0033,2005 Corvallis,<10,10/3/2005 18:30
LEJ090-0040,2010 Corvallis,51,6/23/2010 8:00
LEJ090-0040,2010 Corvallis,19,7/28/2010 7:20
LEJ090-0040,2010 Corvallis,12,9/9/2010 7:30
LEJ090-0041,2016 Reference Sites,<5,4/5/2016 14:00
LEJ090-0041,2016 Reference Sites,<5,6/20/2016 11:40
LEJ090-0041,2016 Reference Sites,10,9/12/2016 12:40
LEJ090-0041,2010 Corvallis,<10,6/21/2010 13:00
LEJ090-0041,2010 Corvallis,<10,8/2/2010 14:30
LEJ090-0041,2010 Corvallis,50,9/13/2010 11:30
LEJ100-0026,2010 Corvallis,140,6/29/2010 12:40
LEJ100-0026,2010 Corvallis,32,8/3/2010 9:40
LEJ100-0026,2010 Corvallis,23,9/14/2010 9:20
LEM010-0035,2005 Corvallis,17,6/15/2005 7:25
LEM010-0035,2005 Corvallis,38,7/19/2005 9:40
LEM010-0035,2005 Corvallis,<10,9/7/2005 10:30
LEM010-0039,2005 Corvallis,22,6/8/2005 9:10
LEM010-0039,2005 Corvallis,29,8/10/2005 14:20
LEM010-0039,2005 Corvallis,16,10/18/2005 8:20
LEM010-0046,2010 Corvallis,86,6/29/2010 8:50
LEM010-0046,2010 Corvallis,44,8/3/2010 13:10
LEM010-0046,2010 Corvallis,19,9/14/2010 12:00
LEM010-0050,2010 Corvallis,13,6/23/2010 9:40
LEM010-0050,2010 Corvallis,14,8/4/2010 8:30
LEM010-0050,2010 Corvallis,<10,9/15/2010 8:20
LEM010-0051,2010 Corvallis,130,6/29/2010 10:10
LEM010-0051,2010 Corvallis,51,8/3/2010 14:30
LEM010-0051,2010 Corvallis,55,9/14/2010 13:30
LEM010-0052,2010 Corvallis,100,6/29/2010 14:10
LEM010-0052,2010 Corvallis,27,8/3/2010 17:40
LEM010-0052,2010 Corvallis,25,9/14/2010 16:40
LEM-01-0010,2018 Corvallis,18,4/3/2018 8:40
LEM-01-0010,2018 Corvallis,15,5/21/2018 14:50
LEM-01-0010,2018 Corvallis,20,9/26/2018 14:00
LEM-01-0012,2018 Corvallis,22,4/3/2018 12:00
LEM-01-0012,2018 Corvallis,11,5/23/2018 12:30
LEM-01-0012,2018 Corvallis,8,10/2/2018 14:30
LES030-0001,2010 Corvallis,24,6/28/2010 11:00
LES030-0001,2010 Corvallis,12,8/9/2010 10:40
LES030-0002,2010 Corvallis,140,6/28/2010 12:30
LES030-0002,2010 Corvallis,90,8/9/2010 12:00
LES030-0002,2010 Corvallis,42,9/20/2010 11:40
LES-04-0006,2018 Corvallis,13,4/9/2018 12:00
LES-04-0006,2018 Corvallis,58,5/21/2018 11:40
LES-04-0006,2018 Corvallis,<5,9/24/2018 13:20
LES-04-0007,2018 Corvallis,17,4/9/2018 11:10
LES-04-0007,2018 Corvallis,49,5/21/2018 11:05
LES-04-0007,2018 Corvallis,<5,9/24/2018 11:40
LES040-0092,2005 Corvallis,20,6/14/2005 14:10
LES040-0092,2005 Corvallis,26,7/18/2005 12:45
LES040-0092,2005 Corvallis,17,10/3/2005 11:50
LES040-0093,2005 Corvallis,23,6/14/2005 16:50
LES040-0093,2005 Corvallis,10,7/18/2005 15:40
LES040-0093,2005 Corvallis,10,10/3/2005 15:14
LES040-0104,2010 Corvallis,15,6/28/2010 16:00
LES040-0104,2010 Corvallis,<10,8/9/2010 15:00
LES040-0104,2010 Corvallis,<10,9/20/2010 13:20
LES050-0019,2005 Corvallis,57,6/8/2005 13:35
LES050-0019,2005 Corvallis,75,7/19/2005 16:55
LES050-0019,2005 Corvallis,78,9/6/2005 13:20
LES060-0020,2005 Corvallis,<10,6/7/2005 11:40
LES060-0020,2005 Corvallis,34,7/19/2005 6:40
LES060-0020,2005 Corvallis,<10,9/7/2005 14:10
LES060-0021,2005 Corvallis,48,6/8/2005 15:30
LES060-0021,2005 Corvallis,70,7/19/2005 14:50
LES060-0021,2005 Corvallis,60,9/6/2005 17:10
LES060-0022,2010 Corvallis,34,6/28/2010 17:30
LES060-0022,2010 Corvallis,11,8/10/2010 11:40
LES-06-0010,2018 Corvallis,13,4/3/2018 9:40
LES-06-0010,2018 Corvallis,64,5/21/2018 15:40
LES-06-0010,2018 Corvallis,8,9/26/2018 12:00
LMG030-0008,2013 Deep River Watershed Baseline,33,4/8/2013 15:00
LMG030-0008,2013 Deep River Watershed Baseline,19,5/6/2013 14:30
LMG030-0008,2013 Deep River Watershed Baseline,22,6/10/2013 14:50
LMG030-0008,2013 Deep River Watershed Baseline,25,7/8/2013 15:20
LMG030-0008,2013 Deep River Watershed Baseline,16,8/5/2013 15:00
LMG030-0008,2013 Deep River Watershed Baseline,14,9/9/2013 13:30
LMG030-0008,2013 Deep River Watershed Baseline,13,10/8/2013 13:45
LMG030-0022,2005 Corvallis,<10,5/16/2005 17:00
LMG030-0022,2005 Corvallis,11,7/6/2005 9:45
LMG030-0022,2005 Corvallis,12,9/6/2005 12:10
LMG030-0028,2010 Corvallis,81,6/2/2010 10:30
LMG030-0028,2010 Corvallis,34,7/12/2010 14:40
LMG030-0028,2010 Corvallis,12,8/23/2010 14:30
LMG030-0029,2010 Corvallis,47,6/2/2010 9:10
LMG030-0029,2010 Corvallis,<10,7/12/2010 15:50
LMG030-0029,2010 Corvallis,<10,8/23/2010 15:40
LMG-03-0017,2018 Corvallis,<5,4/11/2018 11:20
LMG-03-0017,2018 Corvallis,6,6/6/2018 10:10
LMG-03-0018,2018 Corvallis,<5,4/11/2018 10:20
LMG-03-0018,2018 Corvallis,14,6/6/2018 9:30
LMG-03-0018,2018 Corvallis,<5,9/17/2018 15:50
LMG040-0008,2005 Corvallis,<10,5/17/2005 9:00
LMG040-0008,2005 Corvallis,<10,7/6/2005 12:55
LMG040-0008,2005 Corvallis,<10,9/6/2005 14:40
LMG-04-0001,2021-2022 Coolwater IBI,4,4/26/2021 17:20
LMG-04-0001,2021-2022 Coolwater IBI,47.7,6/29/2021 9:40
LMG-04-0001,2021-2022 Coolwater IBI,9.6,11/2/2021 8:25
LMG-04-0001,2012 Little Calumet East Branch Baseline Study,11,4/30/2012 12:40
LMG-04-0001,2012 Little Calumet East Branch Baseline Study,17,6/4/2012 13:00
