LSite,Date,Stream,12-Digit HUC,14-Digit HUC,LATITUDE_MEASURE,LONGITUDE_MEASURE,TAXA_COUNT
WLV-13-0013,25-Jul-16,Williams Creek,051201081304,05120108180060,39.72050487,-87.19888329,28
WLV-01-0080,11-Jul-16,Wea Creek,051201080106,05120108020090,40.36947846,-86.92054627,31
WLV-12-0004,27-Jul-16,Big Raccoon Creek,051201081202,05120108160020,39.91700994,-86.78103168,61
WBU-06-0003,13-Jul-16,Spring Creek,051201110601,05120111030010,39.588321,-87.33782863,39
WLW-02-0001,06-Sep-16,River Deshee,051201130203,05120113020030,38.51962605,-87.6274733,19
WSU-05-0001,02-Aug-16,Sugar Mill Creek,051201100503,05120110060050,39.94483818,-87.20869601,35
WSU-06-0014,27-Jul-16,Sugar Creek,051201100604,05120110050010,40.04167867,-86.93924571,39
WLW-07-0002,06-Sep-16,Little Creek,051201130706,05120113110090,38.05456496,-87.66741773,32
WSU-06-0010,01-Aug-16,Sugar Creek,051201100609,05120110060090,39.84928338,-87.35870034,43
WBU-05-0002,27-Jul-16,Wolf Creek,051201110504,05120111050050,39.51544061,-87.47301754,21
WBU-03-0001,27-Jul-16,Tributary of Brouilletts Creek,051201110303,05120111020040,39.66018531,-87.45611724,43
WSU-01-0009,11-Jul-16,Mud Creek,051201100103,05120110010060,40.15495975,-86.39611854,37
WLV-01-0081,12-Jul-16,Wea Creek,051201080103,05120108020030,40.27730815,-86.88015113,39
WBU-06-0001,11-Oct-16,Wabash River,051201110604,05120111040020,39.54005316,-87.41524105,14
WLW-02-0002,05-Oct-16,Wabash River,051201130204,05120113010050,38.56242768,-87.6517381,27
WLV-16-0003,02-Aug-16,Mill Creek,051201081601,05120108120020,39.96693962,-87.33567535,37
WLV-12-0005,02-Aug-16,Cornstalk Creek,051201081204,05120108160050,39.8815025,-86.85376011,37
WBU-15-0038,12-Jul-16,Rogers Ditch,051201111511,05120111150050,38.97413786,-87.4825249,24
WLW-03-0002,03-Oct-16,Wabash River,051201130305,05120113050040,38.33330668,-87.82613293,17
WLW-07-0003,06-Sep-16,Fun Creek,051201130709,05120113110150,38.03119414,-87.92570276,22
WLV-06-0004,13-Jul-16,Big Shawnee Creek,051201080602,05120108070030,40.24770946,-87.27909356,44
WLV-15-0003,25-Jul-16,Rocky Run,051201081502,05120108190040,39.77088334,-87.32533279,26
WBU-11-0001,28-Sep-16,Wabash River,051201111106,05120111100050,39.17363986,-87.61909002,15
WLV-04-0006,12-Jul-16,Big Pine Creek,051201080404,05120108040040,40.60928908,-87.16654971,54
WSU-04-0003,27-Jul-16,Honey Creek,051201100406,05120110020070,40.10934254,-86.76735353,39
WBU-04-0005,13-Jul-16,North Branch Otter Creek,051201110403,05120111030050,39.54643943,-87.28653001,37
WSU-01-0010,01-Aug-16,Sugar Creek,051201100107,05120110010110,40.14512506,-86.57039643,50
WWU120-0049,12-Jul-16,Eagle Creek,051202011103,05120201120020,40.04064268,-86.28383486,56
WEM050-0040,03-Oct-16,Finch Branch,051202070403,05120207050060,39.09772171,-85.47048901,24
OSK-02-0023,13-Sep-16,West Fork Indian Kentuck Creek,051401010204,05140101030080,38.78934065,-85.28476083,30
OSK-02-0016,13-Sep-16,Indian Kentuck Creek,051401010206,05140101030090,38.75827931,-85.24770785,33
OSK060-0001,19-Sep-16,Bull Creek,051401010603,05140101060090,38.48115147,-85.51374477,15
OSK030-0017,14-Sep-16,Indian Kentuck Creek,051401010205,05140101030040,38.84407664,-85.25926279,35
OSK030-0019,14-Sep-16,West Fork Indian Kentuck Creek,051401010204,05140101030080,38.80943589,-85.31640925,26
WEM020-0015,05-Oct-16,Graham Creek,051202070204,05120207020070,38.91629314,-85.59884733,20
WEM020-0030,17-Oct-16,Rush Branch,051202070203,05120207020030,38.99301667,-85.46733056,22
WEM020-0040,17-Oct-16,Little Graham Creek,051202070202,05120207020050,38.93831694,-85.46241889,28
WEM050-0034,13-Oct-16,Vernon Fork Muscatatuck River,051202070402,05120207050040,39.16329167,-85.4624,21
WEM050-0048,03-Oct-16,Vernon Fork Muscatatuck River,051202070402,05120207050040,39.13583428,-85.47512137,24
WEM060-0044,04-Oct-16,Otter Creek,051202070303,05120207060050,39.0033113,-85.51991718,38
WEM080-0023,26-Sep-16,Mutton Creek,051202070704,05120207080010,39.04234019,-85.72230663,26
LMG-04-0039,01-Aug-16,East Branch Little Calumet River,040400010401,04040001060010,41.61275295,-86.90603015,21
LMJ230-0008,20-Jul-16,Baugo Creek,040500012104,04050001230040,41.64902307,-86.05601105,36
LEJ090-0041,19-Jul-16,Black Creek,041000030704,04100003090060,41.28242036,-85.14240761,40
LMG100-0009,01-Aug-16,Tributary of Spring Creek,040400010204,04040001100070,41.75293724,-86.56044736,18
LMJ190-0031,12-Sep-16,Elkhart River,040500011805,04050001190070,41.50084841,-85.77981218,45
LEJ050-0011,19-Jul-16,Fish Creek,041000030406,04100003050060,41.46378362,-84.81123672,29
LEJ080-0014,19-Jul-16,Tributary of Leins Ditch,041000030601,04100003080010,41.480792,-85.13759,31
LMG070-0035,01-Aug-16,East Branch of Trail Creek,040400010104,04040001070010,41.70647704,-86.77067289,24
LMJ120-0042,26-Jul-16,Pigeon River,040500011106,04050001120060,41.740613,-85.557945,33
UMK060-0041,02-Aug-16,Eagle Creek,071200010504,07120001060090,41.30394,-86.563448,39
UMK060-0042,02-Aug-16,Yellow River,071200010505,07120001060060,41.27626342,-86.4498675,42
WLV-13-0011,25-Jul-16,South Fork Little Raccoon Creek,051201081301,05120108180030,39.81866069,-87.06981631,32
WEL-08-0023,20-Sep-16,Little Salt Creek,051202080805,05120208090070,38.94972454,-86.46436822,35
WEL-08-0035,07-Sep-16,Little Salt Creek,051202080804,05120208090050,38.983055,-86.368749,20
WEL-08-0019,07-Sep-16,Henderson Creek,051202080804,05120208090060,38.96203,-86.367979,34
WEL-08-0022,21-Sep-16,Knob Creek,051202080805,05120208090080,38.95516682,-86.46632209,38
WEL-08-0021,20-Sep-16,Little Salt Creek,051202080805,05120208090080,38.94981308,-86.47954252,22
WEL-08-0018,08-Sep-16,Little Salt Creek,051202080805,05120208090070,38.9646585,-86.37818879,26
WEL-08-0013,21-Sep-16,Tributary of Clear Creek,051202080802,05120208090020,39.0702206,-86.56166547,21
WEL-08-0011,07-Sep-16,Tributary of Clear Creek,051202080802,05120208090020,39.06289663,-86.57979919,20
WEL-08-0006,29-Aug-16,Jackson Creek,051202080801,05120208090010,39.100208,-86.538453,30
WEL-08-0005,29-Aug-16,Clear Creek,051202080802,05120208090020,39.09653197,-86.54621521,37
WEL-08-0015,20-Sep-16,Clear Creek,051202080803,05120208090030,39.01904039,-86.54397463,34
WEL-08-0012,07-Sep-16,Clear Creek,051202080803,05120208090030,39.03414811,-86.56699363,47
WEL-08-0010,07-Sep-16,Tributary of Clear Creek,051202080802,05120208090020,39.07963838,-86.56892374,36
WEL-08-0008,29-Aug-16,Clear Creek,051202080801,05120208090010,39.13611912,-86.53357496,31
WEL-08-0007,29-Aug-16,Clear Creek,051202080801,05120208090010,39.10782033,-86.54224662,34
WEL-08-0033,19-Sep-16,Salt Creek,051202080807,05120208090120,38.83883226,-86.54899111,20
WEL-08-0017,20-Sep-16,Little Clear Creek,051202080803,05120208090030,39.0214442,-86.53070632,25
WEL-08-0014,20-Sep-16,Judah Branch,051202080803,05120208090030,38.99823062,-86.54533379,26
WEL-08-0016,20-Sep-16,Clear Creek,051202080803,05120208090030,39.01202887,-86.52932937,26
WEL-08-0027,20-Sep-16,Salt Creek,051202080806,05120208090090,38.92679458,-86.50756667,29
WEL-08-0026,20-Sep-16,Pleasant Run,051202080806,05120208090090,38.90414679,-86.4919051,38
WEL-08-0025,20-Sep-16,Gulletts Creek,051202080806,05120208090100,38.92224683,-86.51866123,41
WEL-08-0034,21-Sep-16,Salt Creek,051202080806,05120208090040,38.97741389,-86.50620674,29
WEL-08-0029,08-Sep-16,Wolf Creek,051202080806,05120208090040,38.97637935,-86.47784921,29
WEL-08-0031,20-Sep-16,Goose Creek,051202080807,05120208090110,38.89981199,-86.53217886,30
WEL090-0003,20-Sep-16,Salt Creek,051202080807,05120208090110,38.88843796,-86.50861111,30
WLW-03-0002,03-Oct-16,Wabash River,051201130305,05120113050040,38.33330668,-87.82613293,29
WLW-09-0001,04-Oct-16,Wabash River,051201130903,05120113130010,37.880897,-88.076962,23
WEM060-0044,04-Oct-16,Otter Creek,051202070303,05120207060050,39.0033113,-85.51991718,38
WEM020-0015,05-Oct-16,Graham Creek,051202070204,05120207020070,38.91629314,-85.59884733,32
WEL-08-0019,07-Sep-16,Henderson Creek,051202080804,05120208090060,38.96203,-86.367979,27
WEL-08-0021,20-Sep-16,Little Salt Creek,051202080805,05120208090080,38.94981308,-86.47954252,23
WEL-08-0025,20-Sep-16,Gulletts Creek,051202080806,05120208090100,38.92224683,-86.51866123,30
WBU-06-0001,11-Oct-16,Wabash River,051201110604,05120111040020,39.54005316,-87.41524105,15
WEU010-0040,29-Aug-17,Clifty Creek,051202060107,05120206010160,39.20858111,-85.87337078,61
WEM-07-0004,29-Aug-17,Vernon Fork Muscatatuck River,051202070701,05120207070010,38.97467929,-85.6141175,45
WED-03-0001,28-Aug-17,Brandywine Creek,051202040303,05120204040060,39.61836716,-85.80054133,44
LMG-05-0015,14-Aug-17,Deep River,040400010502,04040001030040,41.44704867,-87.27761876,28
UMI030-0044,14-Aug-17,Carpenter Creek,071200020205,07120002030070,40.82275203,-87.17585605,44
WDE050-0025,15-Aug-17,Deer Creek,051201050507,05120105050080,40.60072027,-86.54737908,27
WDE050-0031,14-Aug-17,Deer Creek,051201050507,05120105050030,40.60803025,-86.3704127,27
WEU010-0039,05-Sep-17,Clifty Creek,051202060103,05120206010050,39.3869064,-85.55987034,55
WLV160-0019,28-Aug-17,Big Raccoon Creek,051201081201,05120108160010,39.96682944,-86.68402011,40
WWU010-0039,15-Aug-17,West Fork White River,051202010102,05120201010020,40.18622481,-84.9369664,39
WEM020-0036,29-Aug-17,Graham Creek,051202070204,05120207020030,38.95665865,-85.49473126,36
WEF-06-0001,29-Aug-17,Flatrock River,051202050606,05120205050190,39.260094,-85.92208196,28
WEF-06-0002,29-Aug-17,Flatrock River,051202050602,05120205050150,39.33192521,-85.86121339,62
WEM-02-0002,29-Aug-17,Graham Creek,051202070204,05120207020070,38.90637908,-85.60614372,49
WAW040-0018,28-Aug-17,South Fork Wildcat Creek,051201070308,05120107040040,40.31493762,-86.5437585,44
WAW040-0065,15-Aug-17,South Fork Wildcat Creek,051201070308,05120107040040,40.32092985,-86.61818972,54
OML060-0019,30-Aug-17,Laughery Creek,050902030506,05090203060110,39.16031178,-85.25240931,36
WSA010-0012,16-Aug-17,Little Salamonie River,051201020102,05120102010040,40.406944,-84.96137,18
WWU100-0040,16-Aug-17,Fall Creek,051202010808,05120201100090,39.97086972,-85.796175,51
WWU100-0064,16-Aug-17,Fall Creek,051202010808,05120201100090,39.96432222,-85.81504806,46
WWU100-0078,16-Aug-17,Fall Creek,051202010804,05120201100060,40.01593861,-85.69206833,36
WWU100-0098,15-Aug-17,Fall Creek,051202010803,05120201100020,40.03386674,-85.54761731,54
WWU100-0106,16-Aug-17,Fall Creek,051202010803,05120201100020,40.02513401,-85.55707286,38
WED-07-0001,05-Sep-17,Sugar Creek,051202040705,05120204090080,39.36953801,-85.99488726,42
WED-04-0001,30-Aug-17,Sugar Creek,051202040402,05120204060020,39.93160872,-85.69904306,25
WAW040-0043,14-Aug-17,South Fork Wildcat Creek,051201070311,05120107040130,40.41806385,-86.76806189,59
WAW040-0080,15-Aug-17,South Fork Wildcat Creek,051201070310,05120107040110,40.32917794,-86.64715266,50
WSU040-0020,28-Aug-17,Sugar Creek,051201100407,05120110040010,40.08770526,-86.85227513,51
WEM020-0036,29-Aug-17,Graham Creek,051202070204,05120207020030,38.95665865,-85.49473126,30
WAW040-0080,15-Aug-17,South Fork Wildcat Creek,051201070310,05120107040110,40.32917794,-86.64715266,51
WWU100-0040,16-Aug-17,Fall Creek,051202010808,05120201100090,39.97086972,-85.796175,40
UMK-05-0016,11-Sep-17,Yellow River,071200010506,07120001060100,41.29388339,-86.76468411,31
UMK-05-0017,12-Sep-17,Yellow River,071200010503,07120001060050,41.27019518,-86.38248937,48
UMK-13-0013,21-Aug-17,West Creek,071200011309,07120001140020,41.35446627,-87.49644288,49
UMK-12-0001,23-Aug-17,Kankakee River,071200011205,07120001120040,41.17036823,-87.4694992,20
UMK-05-0018,11-Sep-17,Yellow River,071200010506,07120001060100,41.30631296,-86.67289841,50
UMI-04-0018,21-Aug-17,Bower Ditch,071200020404,07120002040100,40.79207009,-87.36102309,47
UMI-04-0019,19-Sep-17,Iroquois River,071200020405,07120002040060,40.87015,-87.306317,27
UMI-07-0001,07-Sep-17,Upper Sugar Creek,071200020701,07120002070010,40.68643273,-87.31020835,49
UMK-01-0010,05-Sep-17,Jordans Creek,071200010102,07120001020030,41.49240933,-86.43861589,24
UMK-10-0007,22-Aug-17,Kankakee River,071200011010,07120001090150,41.26833467,-87.18369055,32
UMI-03-0008,05-Sep-17,Ryan Ditch,071200020304,07120002020050,40.9822325,-86.99174881,29
UMK-05-0019,11-Sep-17,Yellow River,071200010506,07120001060100,41.30626422,-86.74029668,44
UMK-03-0036,06-Sep-17,Yellow River,071200010312,07120001050150,41.35760252,-86.29397291,54
UMK-11-0001,23-Aug-17,Kankakee River,071200011103,07120001110030,41.17287356,-87.38058661,17
UMK-04-0009,23-Aug-17,Kankakee River,071200010405,07120001030030,41.4631746,-86.61322794,16
UMI-05-0004,21-Aug-17,Kent Ditch,071200020505,07120002050060,40.76914179,-87.44212768,27
UMI-02-0014,06-Sep-17,Slough Creek,071200020206,07120002030050,40.89149503,-87.15501084,27
UMK-04-0010,22-Aug-17,Kankakee River,071200010405,07120001030010,41.49472954,-86.56686078,19
UMI-02-0015,07-Sep-17,Carpenter Creek,071200020204,07120002030060,40.70554814,-87.20826197,39
UMK-02-0014,05-Sep-17,Mill Creek,071200010208,07120001010130,41.5495069,-86.54676426,36
UMK-10-0014,22-Aug-17,Sandy Hook Ditch,071200011008,07120001090130,41.28599067,-87.117368,44
UMK-05-0020,06-Sep-17,Wolf Creek,071200010501,07120001060040,41.24520824,-86.30316092,40
UMK-13-0015,22-Aug-17,Singleton Ditch,071200011312,07120001150020,41.18957252,-87.52057545,25
UMI-03-0010,05-Sep-17,Iroquois River,071200020305,07120002020060,40.99328104,-87.1399475,38
UMK-08-0001,22-Aug-17,Kankakee River,071200010809,07120001080090,41.24186771,-87.01227909,21
UMK-11-0002,21-Aug-17,Kankakee River,071200011103,07120001110020,41.21209964,-87.29057534,39
UMI-05-0005,21-Aug-17,Thompson Ditch,071200020502,07120002050030,40.85874939,-87.44968253,58
UMI-02-0016,06-Sep-17,Bice Ditch,071200020206,07120002030050,40.87863928,-87.1002873,38
UMK-02-0015,05-Sep-17,Little Kankakee River,071200010208,07120001010120,41.64567979,-86.64565451,26
UMI-07-0002,21-Aug-17,Sugar Creek,071200020705,07120002070020,40.66131326,-87.48209148,58
UMI-13-0003,22-Aug-17,Carlson Ditch,071200021303,07120002150040,40.93836695,-87.51768011,56
UMK-04-0011,21-Aug-17,Kankakee River,071200010405,07120001030010,41.51612324,-86.53707135,34
UMK-10-0009,22-Aug-17,Sandy Hook Ditch,071200011008,07120001090130,41.30234768,-87.09489621,52
UMI-01-0009,12-Sep-17,Tributary of Lateral No. 77,071200020102,07120002010020,41.11484097,-87.09728373,54
UMI-01-0003,12-Sep-17,Lateral No. 77,071200020102,07120002010020,41.06017241,-87.0396558,45
UMK-04-0012,12-Sep-17,Mill Creek,071200010407,07120001030110,41.45680765,-86.74789344,21
UMK-05-0022,07-Sep-17,Harry Cool Ditch,071200010504,07120001060080,41.29987452,-86.42077341,19
UMI-04-0022,19-Sep-17,Iroquois River,071200020402,07120002040030,40.90490968,-87.21009642,37
UMK-04-0009,23-Aug-17,Kankakee River,071200010405,07120001030030,41.4631746,-86.61322794,22
UMI-05-0004,21-Aug-17,Kent Ditch,071200020505,07120002050060,40.76914179,-87.44212768,23
UMK-04-0010,22-Aug-17,Kankakee River,071200010405,07120001030010,41.49472954,-86.56686078,16
UMK-04-0012,12-Sep-17,Mill Creek,071200010407,07120001030110,41.45680765,-86.74789344,25
UMI040-0042,03-Oct-17,Curtis Creek,071200020401,07120002040010,41.02812488,-87.30031055,26
WLV020-0005,03-Oct-17,Elliott Ditch,051201080104,05120108020070,40.37111111,-86.90472222,25
UMK-02-0007,29-May-13,Niespodziany Ditch,071200010204,07120001010070,41.636156,-86.462597,24
UMK-02-0006,29-May-13,Niespodziany Ditch,071200010204,07120001010070,41.686253,-86.477028,32
UMK-02-0005,29-May-13,Niespodziany Ditch,071200010204,07120001010070,41.694167,-86.48324,33
UMK-02-0007,29-May-13,Niespodziany Ditch,071200010204,07120001010070,41.636156,-86.462597,18
LEJ-07-0008,28-Jun-17,Grandstaff Ditch,041000030702,04100003090020,41.35658333,-85.07844444,53
LEJ-07-0009,28-Jun-17,John Diehl Ditch,041000030702,04100003090020,41.344,-85.06361111,50
WEL-14-0003,14-Aug-18,East Fork White River,051202081407,05120208140040,38.54118771,-86.8176927,18
WEL-15-0008,17-Jul-18,Slate Creek,051202081503,05120208170030,38.5372791,-86.90454648,11
WEL-15-0021,17-Jul-18,Tributary of Slate Creek,051202081503,05120208170030,38.53954972,-86.93251145,20
WEL-15-0007,17-Jul-18,Slate Creek,051202081503,05120208170030,38.51250174,-86.93335027,27
WEL-15-0011,18-Jul-18,Mill Creek,051202081501,05120208170020,38.44462742,-86.9572646,17
WEL-15-0012,23-Jul-18,Mill Creek,051202081501,05120208170020,38.48120673,-86.9532425,35
WEL-15-0010,15-Aug-18,East Fork White River,051202081504,05120208170040,38.50249408,-86.97378035,28
WEL-15-0018,24-Jul-18,Sugar Creek,051202081504,05120208170040,38.56749827,-86.9603095,26
WEL-15-0022,23-Jul-18,West Fork Sugar Creek,051202081504,05120208170040,38.55422248,-86.99274895,28
WEL-15-0009,23-Jul-18,Sugar Creek,051202081504,05120208170040,38.52499172,-86.97601645,37
WEL-15-0013,18-Jul-18,Birch Creek,051202081506,05120208170050,38.44632961,-87.01927685,35
WEL-15-0014,18-Jul-18,Birch Creek,051202081506,05120208170050,38.48970169,-87.02040567,25
WEL-15-0015,18-Jul-18,Bear Creek,051202081508,05120208170070,38.50282544,-87.10058146,20
WEL-15-0016,18-Jul-18,Beech Creek,051202081508,05120208170070,38.5026304,-87.12903192,25
WEL170-0008,23-Jul-18,Aikman Creek,051202081507,05120208170080,38.57095187,-87.16732939,34
WEL-15-0017,19-Jul-18,Mud Creek,051202081509,05120208170090,38.52720513,-87.2197717,36
WEL-15-0020,13-Aug-18,East Fork White River,051202081509,05120208170090,38.53880862,-87.22310507,24
WEL-15-0014,18-Jul-18,Birch Creek,051202081506,05120208170050,38.48970169,-87.02040567,27
WEL170-0008,23-Jul-18,Aikman Creek,051202081507,05120208170080,38.57095187,-87.16732939,30
GMW050-0006,01-Oct-18,Little Salt Creek,050800030504,05080003050070,39.43699493,-85.19554795,40
OML070-0015,09-Oct-18,Hayes Branch,050902030603,05090203070070,38.97344424,-85.04899136,34
OML-06-0001,09-Oct-18,Laughery Creek,050902030601,05090203070010,39.03041926,-85.21796728,37
GMW030-0025,16-Oct-18,Nolands Fork,050800030304,05080003030040,39.77808143,-85.05626549,28
GMW040-0043,10-Oct-18,Whitewater River,050800030408,05080003040090,39.5488322,-85.16951725,23
GMW060-0018,10-Oct-18,Whitewater River,050800030605,05080003060080,39.42328901,-85.0443713,26
GMW070-0080,02-Oct-18,Richland Creek,050800030713,05080003070120,39.67124702,-84.95023067,36
GMW070-0082,16-Oct-18,East Fork Whitewater River,050800030713,05080003070110,39.63488055,-84.99891271,36
GMW070-0101,02-Oct-18,Elkhorn Creek,050800030708,05080003070080,39.77305962,-84.87019679,34
GMW080-0034,03-Oct-18,Whitewater River,050800030805,05080003080090,39.28479431,-84.87906075,34
GMW080-0040,15-Oct-18,Whitewater River,050800030804,05080003080060,39.36017409,-84.95421076,38
OML030-0009,15-Oct-18,Brushy Fork,050902030303,05090203030030,39.198632,-84.906594,42
OBS130-0002,27-Aug-18,South Fork Blue River,051401040606,05140104130080,38.434565,-86.183879,46
OBS180-0025,14-Aug-18,Little Blue River,051401041107,05140104180110,38.17732024,-86.41365014,44
OBS120-0016,06-Aug-18,Blue River,051401040706,05140104120110,38.46063785,-86.16377075,40
OBS010-0004,07-Aug-18,Mosquito Creek,051401040101,05140104010010,38.05245289,-85.99527557,42
OBS050-0009,07-Aug-18,Buck Creek,051401040205,05140104050030,38.13048365,-86.06702713,38
OBS140-0006,22-Aug-18,Blue River,051401040805,05140104140050,38.35200892,-86.27965626,32
OBS140-0008,22-Aug-18,Blue River,051401040805,05140104140050,38.39473374,-86.25250085,60
OBS150-0021,22-Aug-18,Blue River,051401040905,05140104150060,38.22635808,-86.27846301,59
OBS200-0006,13-Aug-18,Little Oil Creek,051401041202,05140104200080,38.09363931,-86.48552373,30
OBS200-0007,14-Aug-18,Oil Creek,051401041201,05140104200030,38.15740832,-86.57955756,19
OLP040-0006,13-Aug-18,Tributary of Neglie Creek,051402010102,05140201040060,37.95874743,-86.70083356,32
OBS180-0022,15-Aug-18,Camp Fork Creek,051401041101,05140104180030,38.34344185,-86.44034373,16
OBS130-0007,06-Aug-18,Bear Creek,051401040603,05140104130060,38.43890735,-86.05566749,34
WPA010-0045,27-Aug-18,Youngs Creek,051202090102,05120209010050,38.4701086,-86.49832408,28
WPA010-0038,28-Aug-18,Patoka River,051202090102,05120209010040,38.44067588,-86.48325625,17
WPA-01-0009,28-Aug-18,Patoka River,051202090101,05120209010010,38.48914859,-86.36039069,28
LMJ-22-0001,21-Aug-18,Saint Joseph River,040500012205,04050001240030,41.66455181,-86.18683678,9
LMJ-08-0079,17-Jul-18,Crooked Creek,040500010804,04050001090050,41.7338634,-85.12701337,36
LEJ-07-0010,16-Jul-18,Yant Ditch,041000030706,04100003090070,41.25136454,-85.2232967,16
LMJ-19-0004,17-Jul-18,Owl Creek,040500011903,04050001210050,41.58913078,-85.95010902,10
LMJ-19-0005,17-Sep-18,Elkhart River,040500011904,04050001210040,41.66370586,-85.92764822,43
LES-04-0006,20-Aug-18,Blue Creek,041000040405,04100004040050,40.6970561,-84.83920217,29
LEJ-06-0007,18-Jul-18,Cedar Creek,041000030602,04100003080030,41.42328428,-85.00900993,32
LMJ-16-0044,25-Jul-18,South Branch Elkhart River,040500011604,04050001180030,41.34133149,-85.45418209,52
LMJ-11-0021,18-Jul-18,Page Ditch,040500011105,04050001120070,41.73882181,-85.58069621,27
LMJ-18-0005,23-Jul-18,Stony Creek,040500011801,04050001190030,41.52462964,-85.68140325,25
LMG-04-0048,24-Jul-18,East Arm Little Calumet River,040400010402,04040001060020,41.62179701,-86.98323421,28
LMJ-22-0002,17-Jul-18,Juday Creek,040500012206,04050001240050,41.71532352,-86.2289887,27
LMJ-10-0094,18-Jul-18,Turkey Creek,040500011010,04050001110120,41.60611678,-85.2369656,41
LEM-01-0010,20-Aug-18,Bender Ditch,041000050101,04100005010020,41.04586471,-85.03186609,41
LMJ-18-0006,17-Sep-18,Hydraulic Canal,040500011805,04050001190070,41.50335432,-85.77467067,25
LMG-05-0041,16-Jul-18,Tributary of Main Beaver Dam Ditch,040400010501,04040001030030,41.43052247,-87.37231121,23
LMJ-22-0004,21-Aug-18,Saint Joseph River,040500012208,04050001240060,41.74694428,-86.27155152,13
LMJ-10-0093,17-Jul-18,Pigeon Creek,040500011001,04050001110020,41.66919741,-84.91155355,29
LES-06-0010,16-Jul-18,Spy Run Creek,041000040605,04100004060060,41.11924461,-85.15908177,43
LEJ-08-0009,24-Jul-18,North Branch Hursey Ditch,041000030801,04100003070020,41.3398372,-84.96774976,38
LMJ-11-0022,17-Jul-18,Pigeon River Tributary,040500011103,04050001120010,41.68109688,-85.28619663,23
LMG-03-0018,24-Jul-18,Robbins Ditch,040400010303,04040001050050,41.58877723,-87.14498493,17
LMJ-18-0007,18-Sep-18,Elkhart River,040500011805,04050001190070,41.51754084,-85.80999855,25
LMJ-18-0008,23-Jul-18,Solomon Creek,040500011803,04050001190050,41.43818561,-85.62447264,30
LMJ-20-0009,18-Jul-18,Indian Creek,040500012002,04050001150030,41.66160899,-85.83527343,25
LEM-01-0012,18-Jul-18,Black Creek,041000050104,04100005010110,41.1943284,-84.92703236,12
LEJ-04-0011,17-Jul-18,Fish Creek,041000030406,04100003050060,41.46409612,-84.8089402,14
LMG-04-0049,24-Jul-18,East Arm Little Calumet River,040400010403,04040001060040,41.62093826,-87.09090194,17
LEJ-04-0016,24-Jul-18,Hiram Sweet Ditch,041000030404,04100003050050,41.53683825,-84.93603266,49
LEJ-08-0010,30-Aug-18,Saint Joseph River,041000030805,04100003100010,41.18597679,-85.04470626,52
LEJ-08-0010,30-Aug-18,Saint Joseph River,041000030805,04100003100010,41.18597679,-85.04470626,26
LMG-04-0049,24-Jul-18,East Arm Little Calumet River,040400010403,04040001060040,41.62093826,-87.09090194,23
LMJ-18-0006,17-Sep-18,Hydraulic Canal,040500011805,04050001190070,41.50335432,-85.77467067,31
LMJ-11-0021,18-Jul-18,Page Ditch,040500011105,04050001120070,41.73882181,-85.58069621,34
LMJ-17-0040,23-Jul-18,Kieffer Ditch,040500011708,04050001200080,41.44813708,-85.8360611,21
LMJ-20-0007,22-Aug-18,Saint Joseph River,040500012004,04050001150020,41.7057266,-85.88943962,17
LEJ-07-0011,24-Jul-18,John Diehl Ditch,041000030702,04100003090020,41.34471582,-85.06551884,43
LMJ-11-0025,17-Jul-18,East Fly Creek,040500011101,04050001120030,41.62761785,-85.33714131,22
LEJ-08-0008,16-Jul-18,Nancy Davis Ditch,041000030802,04100003070010,41.32412966,-84.85364151,29
LMG-03-0017,24-Jul-18,Tributary of Salt Creek,040400010302,04040001050020,41.45994205,-87.10318427,22
LEJ-04-0015,17-Jul-18,Tributary of Fish Creek,041000030405,04100003050030,41.60354981,-84.84104436,22
LES-04-0007,20-Aug-18,Blue Creek,041000040405,04100004040050,40.69370376,-84.88268536,30
LEJ-04-0017,04-Sep-18,West Branch Fish Creek,041000030401,04100003050020,41.65882734,-84.85078155,13
LEJ050-0020,11-Sep-18,West Branch Fish Creek,041000030401,04100003050020,41.63036389,-84.82521111,56
LEJ080-0017,04-Sep-18,W Smith Ditch,041000030604,04100003080050,41.40312812,-84.98894169,34
LEJ-07-0014,04-Sep-18,Peckhart Ditch,041000030702,04100003090020,41.38913783,-85.08474483,40
LEJ-07-0015,05-Sep-18,Little Cedar Creek,041000030705,04100003090060,41.27953192,-85.12825077,34
LEJ090-0017,05-Sep-18,Little Cedar Creek,041000030705,04100003090060,41.26111111,-85.14083333,44
LEJ-07-0016,05-Sep-18,Cedar Creek,041000030707,04100003090030,41.25519598,-85.13431774,35
LEJ-07-0017,05-Sep-18,Cedar Creek,041000030707,04100003090080,41.25097063,-85.13475898,46
LEJ090-0026,04-Sep-18,Cedar Creek,041000030707,04100003090090,41.215,-85.05138889,32
LEJ090-0017,05-Sep-18,Little Cedar Creek,041000030705,04100003090060,41.26111111,-85.14083333,38
OBS150-0021,22-Aug-18,Blue River,051401040905,05140104150060,38.22635808,-86.27846301,44
OBS200-0007,14-Aug-18,Oil Creek,051401041201,05140104200030,38.15740832,-86.57955756,24
WPA010-0045,27-Aug-18,Youngs Creek,051202090102,05120209010050,38.4701086,-86.49832408,23
WAW040-0080,19-Sep-17,South Fork Wildcat Creek,051201070310,05120107040110,40.32917794,-86.64715266,52
WDE050-0025,18-Sep-17,Deer Creek,051201050507,05120105050080,40.60072027,-86.54737908,43
