ACTIVITY_RID,EVENT_NUM,METRIC_NAME,METRIC_VALUE
10092682,14T103,HEADWATER_PERCENT,0.63
10097977,15R022.5,HEADWATER_PERCENT,50.67
10097642,15012,HEADWATER_PERCENT,20.51
10091369,14021,HEADWATER_PERCENT,30.41
10129834,16R045,HEADWATER_PERCENT,1.2
10130539,16R031.5,HEADWATER_PERCENT,23.53
10091361,14033,HEADWATER_PERCENT,17.12
10096825,15T010,HEADWATER_PERCENT,18.29
10096729,15R008,HEADWATER_PERCENT,25.83
10092598,14055,HEADWATER_PERCENT,12.63
10091341,14004,HEADWATER_PERCENT,10.18
10097661,15031,HEADWATER_PERCENT,12.79
10091375,14045,HEADWATER_PERCENT,21.4
10091343,14006,HEADWATER_PERCENT,16.17
10136892,17041.5,HEADWATER_PERCENT_METRIC,1
10131498,16T002.5,HEADWATER_PERCENT_METRIC,3
10102113,16T015,HEADWATER_PERCENT_METRIC,1
10136893,17027.5,HEADWATER_PERCENT_METRIC,1
10097532,15003,HEADWATER_PERCENT_METRIC,5
10092100,14T007,HEADWATER_PERCENT_METRIC,3
10135150,17034,HEADWATER_PERCENT_METRIC,1
10102123,16T025,HEADWATER_PERCENT_METRIC,1
10093239,14T128.5,HEADWATER_PERCENT_METRIC,1
10093238,14T135.5,HEADWATER_PERCENT_METRIC,3
10097547,15004,HEADWATER_PERCENT_METRIC,5
10092093,14T003,HEADWATER_PERCENT_METRIC,1
10102120,16T022,HEADWATER_PERCENT_METRIC,1
10102118,16T020,HEADWATER_PERCENT_METRIC,1
10096755,15R024,HEADWATER_PERCENT_METRIC,1
10092103,14T004,HEADWATER_PERCENT_METRIC,1
10081889,12T049,HEADWATER_PERCENT_METRIC,1
10131499,16T018.5,HEADWATER_PERCENT_METRIC,1
10097536,15023,HEADWATER_PERCENT_METRIC,5
10096760,15R016,HEADWATER_PERCENT_METRIC,1
10085846,13031,HEADWATER_PERCENT_METRIC,1
10131497,16T021.5,HEADWATER_PERCENT_METRIC,1
10081898,12T058,HEADWATER_PERCENT_METRIC,3
10135134,17023,HEADWATER_PERCENT_METRIC,1
10081897,12T057,HEADWATER_PERCENT_METRIC,1
10129843,16R029,HEADWATER_PERCENT_METRIC,5
10096842,15T007,HEADWATER_PERCENT_METRIC,3
10135144,17041,HEADWATER_PERCENT_METRIC,1
10091345,14040,HEADWATER_PERCENT_METRIC,5
10135121,17011,HEADWATER_PERCENT_METRIC,1
10092102,14T021,HEADWATER_PERCENT_METRIC,1
10102108,16T010,HEADWATER_PERCENT_METRIC,5
10129882,16045,HEADWATER_PERCENT_METRIC,1
10092091,14T018,HEADWATER_PERCENT_METRIC,1
10091374,14034,HEADWATER_PERCENT_METRIC,5
10091361,14033,HEADWATER_PERCENT_METRIC,5
10135131,17027,HEADWATER_PERCENT_METRIC,1
10096841,15T006,HEADWATER_PERCENT_METRIC,3
10092099,14T015,HEADWATER_PERCENT_METRIC,3
10135122,17007,HEADWATER_PERCENT_METRIC,1
10085857,13045,HEADWATER_PERCENT_METRIC,1
10136875,17050,HEADWATER_PERCENT_METRIC,1
10087493,13045.5,HEADWATER_PERCENT_METRIC,1
10092106,14T027,HEADWATER_PERCENT_METRIC,1
10102111,16T013,HEADWATER_PERCENT_METRIC,1
10097534,15011,HEADWATER_PERCENT_METRIC,3
10092101,14T032,HEADWATER_PERCENT_METRIC,3
10102103,16T004,HEADWATER_PERCENT_METRIC,1
10092107,14T024,HEADWATER_PERCENT_METRIC,1
10136288,17W010,HEADWATER_PERCENT_METRIC,3
10135140,17013,HEADWATER_PERCENT_METRIC,1
10096822,15T020,HEADWATER_PERCENT_METRIC,3
10129881,16046,HEADWATER_PERCENT_METRIC,1
10132477,16T013.5,HEADWATER_PERCENT_METRIC,1
10097548,15020,HEADWATER_PERCENT_METRIC,1
10092089,14T013,HEADWATER_PERCENT_METRIC,1
10097549,15043,HEADWATER_PERCENT_METRIC,1
10102116,16T018,HEADWATER_PERCENT_METRIC,1
10136287,17W007,HEADWATER_PERCENT_METRIC,5
10129885,16006,HEADWATER_PERCENT_METRIC,1
10102114,16T016,HEADWATER_PERCENT_METRIC,1
10092588,14053,HEADWATER_PERCENT_METRIC,5
10092105,14T005,HEADWATER_PERCENT_METRIC,5
10096840,15T005,HEADWATER_PERCENT_METRIC,1
10097645,15001,HEADWATER_PERCENT_METRIC,1
10085870,13008,HEADWATER_PERCENT_METRIC,3
10092659,14T134,HEADWATER_PERCENT_METRIC,1
10096733,15R003,HEADWATER_PERCENT_METRIC,5
10129828,16R042,HEADWATER_PERCENT_METRIC,5
10096815,15T013,HEADWATER_PERCENT_METRIC,3
10098185,15T021.5,HEADWATER_PERCENT_METRIC,1
10136895,17011.5,HEADWATER_PERCENT_METRIC,1
10129874,16007,HEADWATER_PERCENT_METRIC,1
10096823,15T021,HEADWATER_PERCENT_METRIC,1
10102102,16T003,HEADWATER_PERCENT_METRIC,3
10085362,13W002,HEADWATER_PERCENT_METRIC,1
10081899,12T059,HEADWATER_PERCENT_METRIC,1
10096814,15T012,HEADWATER_PERCENT_METRIC,5
10092664,14T128,HEADWATER_PERCENT_METRIC,1
10091339,14012,HEADWATER_PERCENT_METRIC,1
10091347,14048,HEADWATER_PERCENT_METRIC,5
10135142,17044,HEADWATER_PERCENT_METRIC,1
10097538,15010,HEADWATER_PERCENT_METRIC,1
10102104,16T006,HEADWATER_PERCENT_METRIC,3
10092097,14T001,HEADWATER_PERCENT_METRIC,5
10129844,16R031,HEADWATER_PERCENT_METRIC,1
10098186,15T013.5,HEADWATER_PERCENT_METRIC,3
10102101,16T002,HEADWATER_PERCENT_METRIC,1
10081893,12T053,HEADWATER_PERCENT_METRIC,1
10085858,13046,HEADWATER_PERCENT_METRIC,1
10096730,15R007,HEADWATER_PERCENT_METRIC,1
10093091,14004.5,HEADWATER_PERCENT_METRIC,5
10085855,13043,HEADWATER_PERCENT_METRIC,1
10092655,14T140,HEADWATER_PERCENT_METRIC,1
10092658,14T135,HEADWATER_PERCENT_METRIC,3
10102125,16T027,HEADWATER_PERCENT_METRIC,3
10092656,14T137,HEADWATER_PERCENT_METRIC,1
10085841,13005,HEADWATER_PERCENT_METRIC,1
10092654,14T113,HEADWATER_PERCENT_METRIC,1
10097981,15001.5,HEADWATER_PERCENT_METRIC,1
10136286,17W001,HEADWATER_PERCENT_METRIC,1
10093240,14T112.5,HEADWATER_PERCENT_METRIC,1
10097653,15037,HEADWATER_PERCENT_METRIC,1
10098187,15T005.5,HEADWATER_PERCENT_METRIC,1
10092092,14T008,HEADWATER_PERCENT_METRIC,3
10102107,16T009,HEADWATER_PERCENT_METRIC,3
10102119,16T021,HEADWATER_PERCENT_METRIC,1
10085856,13044,HEADWATER_PERCENT_METRIC,5
10102105,16T007,HEADWATER_PERCENT_METRIC,1
10135156,17047,HEADWATER_PERCENT_METRIC,1
10093092,14040.5,HEADWATER_PERCENT_METRIC,1
10092683,14T102,HEADWATER_PERCENT_METRIC,3
10097656,15054,HEADWATER_PERCENT_METRIC,1
10093093,14030.5,HEADWATER_PERCENT_METRIC,5
10092681,14T104,HEADWATER_PERCENT_METRIC,1
10081894,12T054,HEADWATER_PERCENT_METRIC,3
10092676,14T112,HEADWATER_PERCENT_METRIC,1
10130540,16R040.5,HEADWATER_PERCENT_METRIC,1
10092110,14T028,HEADWATER_PERCENT_METRIC,1
10085862,13052,HEADWATER_PERCENT_METRIC,5
10096838,15T003,HEADWATER_PERCENT_METRIC,5
10096753,15R014,HEADWATER_PERCENT_METRIC,5
10091367,14046,HEADWATER_PERCENT_METRIC,3
10097661,15031,HEADWATER_PERCENT_METRIC,1
10092111,14T030,HEADWATER_PERCENT_METRIC,3
10092597,14054,HEADWATER_PERCENT_METRIC,5
10085873,13012,HEADWATER_PERCENT_METRIC,1
10092114,14T023,HEADWATER_PERCENT_METRIC,1
10097976,15R018.5,HEADWATER_PERCENT_METRIC,5
10091350,14044,HEADWATER_PERCENT_METRIC,3
10092675,14T114,HEADWATER_PERCENT_METRIC,1
10092667,14T123,HEADWATER_PERCENT_METRIC,1
10081909,12T069,HEADWATER_PERCENT_METRIC,3
10092117,14T017,HEADWATER_PERCENT_METRIC,1
10092669,14T121,HEADWATER_PERCENT_METRIC,5
10096750,15R018,HEADWATER_PERCENT_METRIC,5
10129841,16R040,HEADWATER_PERCENT_METRIC,1
10091369,14021,HEADWATER_PERCENT_METRIC,3
10092682,14T103,HEADWATER_PERCENT_METRIC,1
10093237,14T123.5,HEADWATER_PERCENT_METRIC,1
10093082,14T004.5,HEADWATER_PERCENT_METRIC,1
10092686,14T138,HEADWATER_PERCENT_METRIC,1
10081905,12T065,HEADWATER_PERCENT_METRIC,1
10096734,15R002,HEADWATER_PERCENT_METRIC,1
10129834,16R045,HEADWATER_PERCENT_METRIC,1
10092671,14T118,HEADWATER_PERCENT_METRIC,1
10092668,14T122,HEADWATER_PERCENT_METRIC,1
10129836,16R046,HEADWATER_PERCENT_METRIC,1
10093081,14T033.5,HEADWATER_PERCENT_METRIC,3
10092684,14T101,HEADWATER_PERCENT_METRIC,1
10096818,15T016,HEADWATER_PERCENT_METRIC,5
10092120,14T002,HEADWATER_PERCENT_METRIC,1
10097660,15022,HEADWATER_PERCENT_METRIC,5
10081901,12T061,HEADWATER_PERCENT_METRIC,1
10096820,15T018,HEADWATER_PERCENT_METRIC,3
10096759,15R019,HEADWATER_PERCENT_METRIC,3
10092678,14T109,HEADWATER_PERCENT_METRIC,1
10097979,15R008.5,HEADWATER_PERCENT_METRIC,1
10092109,14T033,HEADWATER_PERCENT_METRIC,1
10096757,15R022,HEADWATER_PERCENT_METRIC,5
10096825,15T010,HEADWATER_PERCENT_METRIC,3
10092666,14T124,HEADWATER_PERCENT_METRIC,3
10097642,15012,HEADWATER_PERCENT_METRIC,3
10093084,14T013.5,HEADWATER_PERCENT_METRIC,1
10091338,14026,HEADWATER_PERCENT_METRIC,5
10096839,15T004,HEADWATER_PERCENT_METRIC,1
10097977,15R022.5,HEADWATER_PERCENT_METRIC,5
10130544,16007.5,HEADWATER_PERCENT_METRIC,1
10091343,14006,HEADWATER_PERCENT_METRIC,1
10091341,14004,HEADWATER_PERCENT_METRIC,5
10092598,14055,HEADWATER_PERCENT_METRIC,1
10092679,14T108,HEADWATER_PERCENT_METRIC,1
10091348,14030,HEADWATER_PERCENT_METRIC,3
10096729,15R008,HEADWATER_PERCENT_METRIC,3
10081900,12T060,HEADWATER_PERCENT_METRIC,1
10081890,12T050,HEADWATER_PERCENT_METRIC,5
10129895,16054,HEADWATER_PERCENT_METRIC,5
10092663,14T129,HEADWATER_PERCENT_METRIC,1
10097662,15W003,HEADWATER_PERCENT_METRIC,5
10091349,14019,HEADWATER_PERCENT_METRIC,5
10093083,14T017.5,HEADWATER_PERCENT_METRIC,1
10096821,15T019,HEADWATER_PERCENT_METRIC,3
10092680,14T105,HEADWATER_PERCENT_METRIC,1
10130539,16R031.5,HEADWATER_PERCENT_METRIC,1
10081908,12T070,HEADWATER_PERCENT_METRIC,1
10091375,14045,HEADWATER_PERCENT_METRIC,3
10129829,16R051,HEADWATER_PERCENT_METRIC,1
10085871,13009,INSECTIVORE_PERCENT,66.94
10097549,15043,INSECTIVORE_PERCENT,94.04
10135705,17N014,INSECTIVORE_PERCENT,77.14
10081812,12021,INSECTIVORE_PERCENT,50
10135702,17N011,INSECTIVORE_PERCENT,53.96
10129973,16W007,INSECTIVORE_PERCENT,75
10092093,14T003,INSECTIVORE_PERCENT,25
10129847,16R034,INSECTIVORE_PERCENT,54.67
10138326,17N021.5,INSECTIVORE_PERCENT,70.55
10091364,14029,INSECTIVORE_PERCENT,62.92
10085840,13025,INSECTIVORE_PERCENT,84.47
10085864,13056,INSECTIVORE_PERCENT,86.76
10096751,15R013,INSECTIVORE_PERCENT,35.16
10097643,15005,INSECTIVORE_PERCENT,42.27
10081842,12058,INSECTIVORE_PERCENT,62.3
10097984,15035.5,INSECTIVORE_PERCENT,85.6
10092099,14T015,INSECTIVORE_PERCENT,29.4
10096822,15T020,INSECTIVORE_PERCENT,29.02
10135146,17040,INSECTIVORE_PERCENT,83.15
10135124,17003,INSECTIVORE_PERCENT,54.94
10136288,17W010,INSECTIVORE_PERCENT,42.69
10135704,17N013,INSECTIVORE_PERCENT,72.91
10138325,17N026.5,INSECTIVORE_PERCENT,96.43
10085293,13T024,INSECTIVORE_PERCENT,100
10129877,16030,INSECTIVORE_PERCENT,77.57
10092107,14T024,INSECTIVORE_PERCENT,15.71
10091374,14034,INSECTIVORE_PERCENT,100
10102112,16T014,INSECTIVORE_PERCENT,60.58
10129887,16050,INSECTIVORE_PERCENT,75.13
10135158,17045,INSECTIVORE_PERCENT,61.11
10135134,17023,INSECTIVORE_PERCENT,33.48
10135122,17007,INSECTIVORE_PERCENT,71.05
10135123,17005,INSECTIVORE_PERCENT,47.01
10097548,15020,INSECTIVORE_PERCENT,100
10097537,15027,INSECTIVORE_PERCENT,78.26
10092105,14T005,INSECTIVORE_PERCENT,72.66
10135155,17048,INSECTIVORE_PERCENT,59.04
10129860,16035,INSECTIVORE_PERCENT,76.92
10081896,12T056,INSECTIVORE_PERCENT,49.97
10097532,15003,INSECTIVORE_PERCENT,88.24
10135716,17N028,INSECTIVORE_PERCENT,81.58
10081898,12T058,INSECTIVORE_PERCENT,16.13
10102122,16T024,INSECTIVORE_PERCENT,67.9
10091361,14033,INSECTIVORE_PERCENT,53.72
10135694,17N003,INSECTIVORE_PERCENT,57.55
10135150,17034,INSECTIVORE_PERCENT,77.78
10102103,16T004,INSECTIVORE_PERCENT,29.94
10091372,14018,INSECTIVORE_PERCENT,65.28
10096842,15T007,INSECTIVORE_PERCENT,20.19
10129892,16022,INSECTIVORE_PERCENT,31.85
10135154,17049,INSECTIVORE_PERCENT,77.14
10092106,14T027,INSECTIVORE_PERCENT,32.18
10092101,14T032,INSECTIVORE_PERCENT,47.54
10135696,17N005,INSECTIVORE_PERCENT,80.55
10085867,13060,INSECTIVORE_PERCENT,77.78
10102114,16T016,INSECTIVORE_PERCENT,42.21
10135709,17N019,INSECTIVORE_PERCENT,94.07
10136875,17050,INSECTIVORE_PERCENT,17.07
10085857,13045,INSECTIVORE_PERCENT,31.3
10097542,15035,INSECTIVORE_PERCENT,88.24
10129876,16018,INSECTIVORE_PERCENT,84
10135153,17037,INSECTIVORE_PERCENT,66.67
10129866,16048,INSECTIVORE_PERCENT,75.32
10135717,17N029,INSECTIVORE_PERCENT,66.06
10135718,17N030,INSECTIVORE_PERCENT,54.76
10135715,17N027,INSECTIVORE_PERCENT,40.89
10093238,14T135.5,INSECTIVORE_PERCENT,35.1
10129843,16R029,INSECTIVORE_PERCENT,84.85
10096726,15R011,INSECTIVORE_PERCENT,77.61
10129889,16025,INSECTIVORE_PERCENT,78.57
10129867,16049,INSECTIVORE_PERCENT,73.02
10129856,16023,INSECTIVORE_PERCENT,31.33
10135144,17041,INSECTIVORE_PERCENT,87.5
10129833,16R048,INSECTIVORE_PERCENT,36.86
10085834,13017,INSECTIVORE_PERCENT,71.88
10096781,15W005,INSECTIVORE_PERCENT,35.39
10129864,16044,INSECTIVORE_PERCENT,72.51
10097536,15023,INSECTIVORE_PERCENT,80.22
10135699,17N008,INSECTIVORE_PERCENT,48.31
10135714,17N026,INSECTIVORE_PERCENT,93.1
10135133,17024,INSECTIVORE_PERCENT,86.83
10135138,17016,INSECTIVORE_PERCENT,49.15
10129840,16R043,INSECTIVORE_PERCENT,67.63
10102115,16T017,INSECTIVORE_PERCENT,92.39
10129886,16053,INSECTIVORE_PERCENT,41.94
10129865,16047,INSECTIVORE_PERCENT,68.75
10129883,16042,INSECTIVORE_PERCENT,50
10092103,14T004,INSECTIVORE_PERCENT,8.47
10092091,14T018,INSECTIVORE_PERCENT,48.88
10129881,16046,INSECTIVORE_PERCENT,34.22
10135128,17008,INSECTIVORE_PERCENT,81.45
10129894,16040,INSECTIVORE_PERCENT,40.62
10092792,14W003,INSECTIVORE_PERCENT,19.37
10091345,14040,INSECTIVORE_PERCENT,76.38
10102109,16T011,INSECTIVORE_PERCENT,78.81
10081897,12T057,INSECTIVORE_PERCENT,57.2
10096758,15R021,INSECTIVORE_PERCENT,41.55
10135121,17011,INSECTIVORE_PERCENT,48.04
10081889,12T049,INSECTIVORE_PERCENT,18.1
10102111,16T013,INSECTIVORE_PERCENT,8.97
10136894,17024.5,INSECTIVORE_PERCENT,85.19
10102121,16T023,INSECTIVORE_PERCENT,82.02
10130514,16W003.5,INSECTIVORE_PERCENT,47.92
10135152,17030,INSECTIVORE_PERCENT,65.22
10083178,12007.5,INSECTIVORE_PERCENT,53.61
10081892,12T052,INSECTIVORE_PERCENT,54.88
10102124,16T026,INSECTIVORE_PERCENT,65.79
10135703,17N012,INSECTIVORE_PERCENT,73.63
10097647,15025,INSECTIVORE_PERCENT,64.69
10129859,16032,INSECTIVORE_PERCENT,31.25
10129893,16026,INSECTIVORE_PERCENT,50.42
10097654,15044,INSECTIVORE_PERCENT,50.28
10102106,16T008,INSECTIVORE_PERCENT,53.25
10135131,17027,INSECTIVORE_PERCENT,54.88
10081813,12023,INSECTIVORE_PERCENT,64.36
10135719,17N032,INSECTIVORE_PERCENT,84.67
10097534,15011,INSECTIVORE_PERCENT,16.27
10129882,16045,INSECTIVORE_PERCENT,35.71
10087493,13045.5,INSECTIVORE_PERCENT,41.16
10102126,16T028,INSECTIVORE_PERCENT,92.31
10135708,17N018,INSECTIVORE_PERCENT,66.36
10135712,17N023,INSECTIVORE_PERCENT,25.17
10129839,16R044,INSECTIVORE_PERCENT,79.27
10097644,15006,INSECTIVORE_PERCENT,72.53
10092102,14T021,INSECTIVORE_PERCENT,21.72
10092588,14053,INSECTIVORE_PERCENT,32.21
10092089,14T013,INSECTIVORE_PERCENT,37.5
10135710,17N021,INSECTIVORE_PERCENT,73.08
10102108,16T010,INSECTIVORE_PERCENT,60.91
10129862,16039,INSECTIVORE_PERCENT,21.2
10135129,17017,INSECTIVORE_PERCENT,63.31
10129884,16021,INSECTIVORE_PERCENT,77.67
10085852,13006,INSECTIVORE_PERCENT,32.56
10096725,15R012,INSECTIVORE_PERCENT,57
10135140,17013,INSECTIVORE_PERCENT,72.73
10096840,15T005,INSECTIVORE_PERCENT,44.39
10131497,16T021.5,INSECTIVORE_PERCENT,90.91
10085846,13031,INSECTIVORE_PERCENT,62.5
10129869,16052,INSECTIVORE_PERCENT,37.31
10091371,14049,INSECTIVORE_PERCENT,50.71
10096843,15T008,INSECTIVORE_PERCENT,84.23
10135149,17035,INSECTIVORE_PERCENT,64.62
10092095,14T016,INSECTIVORE_PERCENT,47.84
10081891,12T051,INSECTIVORE_PERCENT,52.42
10080571,12T022,INSECTIVORE_PERCENT,90.48
10092104,14T010,INSECTIVORE_PERCENT,65.29
10135700,17N009,INSECTIVORE_PERCENT,76.02
10102116,16T018,INSECTIVORE_PERCENT,60.21
10081830,12045,INSECTIVORE_PERCENT,84.8
10136893,17027.5,INSECTIVORE_PERCENT,70.65
10102120,16T022,INSECTIVORE_PERCENT,86.55
10097646,15013,INSECTIVORE_PERCENT,56.99
10135126,17001,INSECTIVORE_PERCENT,70.71
10080580,12T010,INSECTIVORE_PERCENT,42.11
10136287,17W007,INSECTIVORE_PERCENT,60.63
10129861,16036,INSECTIVORE_PERCENT,50
10129875,16008,INSECTIVORE_PERCENT,45.08
10131498,16T002.5,INSECTIVORE_PERCENT,76.6
10129853,16001,INSECTIVORE_PERCENT,84.91
10132477,16T013.5,INSECTIVORE_PERCENT,47.2
10091365,14041,INSECTIVORE_PERCENT,50.93
10085287,13T018,INSECTIVORE_PERCENT,81.89
10092100,14T007,INSECTIVORE_PERCENT,48.87
10096756,15R023,INSECTIVORE_PERCENT,55.71
10129858,16028,INSECTIVORE_PERCENT,79.64
10092090,14T006,INSECTIVORE_PERCENT,62.4
10097650,15009,INSECTIVORE_PERCENT,70.28
10129863,16043,INSECTIVORE_PERCENT,69.12
10091356,14016,INSECTIVORE_PERCENT,82.75
10135706,17N015,INSECTIVORE_PERCENT,81.68
10097659,15033,INSECTIVORE_PERCENT,49.79
10096841,15T006,INSECTIVORE_PERCENT,47.13
10093239,14T128.5,INSECTIVORE_PERCENT,14.12
10129851,16R038,INSECTIVORE_PERCENT,79.72
10129970,16W003,INSECTIVORE_PERCENT,80
10102118,16T020,INSECTIVORE_PERCENT,31.78
10102113,16T015,INSECTIVORE_PERCENT,32.5
10131499,16T018.5,INSECTIVORE_PERCENT,44.03
10102123,16T025,INSECTIVORE_PERCENT,25
10097547,15004,INSECTIVORE_PERCENT,92.86
10096755,15R024,INSECTIVORE_PERCENT,67.37
10135157,17046,INSECTIVORE_PERCENT,76.88
10096728,15R009,INSECTIVORE_PERCENT,73.64
10135125,17002,INSECTIVORE_PERCENT,57.81
10085349,13W007,INSECTIVORE_PERCENT,73.95
10129885,16006,INSECTIVORE_PERCENT,43.79
10129854,16011,INSECTIVORE_PERCENT,67.57
10097651,15039,INSECTIVORE_PERCENT,65.05
10102117,16T019,INSECTIVORE_PERCENT,83.87
10081903,12T063,INSECTIVORE_PERCENT,73.81
10135136,17020,INSECTIVORE_PERCENT,57.89
10138327,17N018.5,INSECTIVORE_PERCENT,61.94
10129890,16002,INSECTIVORE_PERCENT,36.92
10096760,15R016,INSECTIVORE_PERCENT,43.48
10136892,17041.5,INSECTIVORE_PERCENT,100
10102110,16T012,INSECTIVORE_PERCENT,60
10135137,17018,INSECTIVORE_PERCENT,94.19
10096819,15T017,INSECTIVORE_PERCENT,27.64
10097645,15001,INSECTIVORE_PERCENT,66.27
10081821,12033,INSECTIVORE_PERCENT,67.27
10085288,13T019,INSECTIVORE_PERCENT,72.31
10085272,13T002,INSECTIVORE_PERCENT,50
10135139,17014,INSECTIVORE_PERCENT,61.43
10096723,15R001,INSECTIVORE_PERCENT,68.95
10085855,13043,INSECTIVORE_PERCENT,68.18
10135720,17N036,INSECTIVORE_PERCENT,94.21
10092674,14T117,INSECTIVORE_PERCENT,87.62
10085292,13T023,INSECTIVORE_PERCENT,93.1
10135695,17N004,INSECTIVORE_PERCENT,57.09
10096815,15T013,INSECTIVORE_PERCENT,37.21
10091347,14048,INSECTIVORE_PERCENT,60.14
10081893,12T053,INSECTIVORE_PERCENT,23.64
10135701,17N010,INSECTIVORE_PERCENT,83.85
10092094,14T029,INSECTIVORE_PERCENT,57.52
10092685,14T106,INSECTIVORE_PERCENT,50.4
10085848,13034,INSECTIVORE_PERCENT,88.83
10102125,16T027,INSECTIVORE_PERCENT,89.52
10085290,13T021,INSECTIVORE_PERCENT,100
10085842,13026,INSECTIVORE_PERCENT,56.92
10092092,14T008,INSECTIVORE_PERCENT,31.47
10097543,15040,INSECTIVORE_PERCENT,75.26
10092658,14T135,INSECTIVORE_PERCENT,22.66
10081276,12W013,INSECTIVORE_PERCENT,81.25
10085289,13T020,INSECTIVORE_PERCENT,82.93
10081801,12003,INSECTIVORE_PERCENT,77.08
10085849,13035,INSECTIVORE_PERCENT,50.77
10129910,16W004,INSECTIVORE_PERCENT,56.1
10081820,12032,INSECTIVORE_PERCENT,81.82
10097541,15034,INSECTIVORE_PERCENT,74.63
10098187,15T005.5,INSECTIVORE_PERCENT,49.88
10085277,13T008,INSECTIVORE_PERCENT,80.39
10096823,15T021,INSECTIVORE_PERCENT,28.04
10087491,13013.5,INSECTIVORE_PERCENT,81.62
10085863,13007,INSECTIVORE_PERCENT,54.31
10092794,14W002,INSECTIVORE_PERCENT,33.78
10085299,13T031,INSECTIVORE_PERCENT,50
10085351,13W005,INSECTIVORE_PERCENT,65.25
10085302,13T034,INSECTIVORE_PERCENT,100
10097538,15010,INSECTIVORE_PERCENT,77.25
10092654,14T113,INSECTIVORE_PERCENT,50
10081274,12W010,INSECTIVORE_PERCENT,100
10085837,13021,INSECTIVORE_PERCENT,77.11
10102105,16T007,INSECTIVORE_PERCENT,44.21
10135148,17038,INSECTIVORE_PERCENT,73.29
10085836,13019,INSECTIVORE_PERCENT,65.19
10129911,16W001,INSECTIVORE_PERCENT,15.07
10092664,14T128,INSECTIVORE_PERCENT,16.76
10081832,12047,INSECTIVORE_PERCENT,100
10096814,15T012,INSECTIVORE_PERCENT,62.7
10085362,13W002,INSECTIVORE_PERCENT,50
10135156,17047,INSECTIVORE_PERCENT,98.28
10092659,14T134,INSECTIVORE_PERCENT,13.1
10102119,16T021,INSECTIVORE_PERCENT,100
10085850,13036,INSECTIVORE_PERCENT,64.1
10097653,15037,INSECTIVORE_PERCENT,28.18
10092660,14T132,INSECTIVORE_PERCENT,86.78
10093240,14T112.5,INSECTIVORE_PERCENT,71.08
10129830,16R053,INSECTIVORE_PERCENT,44.13
10085838,13023,INSECTIVORE_PERCENT,95.97
10080576,12T016,INSECTIVORE_PERCENT,46
10135698,17N007,INSECTIVORE_PERCENT,91.79
10080565,12T032,INSECTIVORE_PERCENT,74.87
10085858,13046,INSECTIVORE_PERCENT,100
10081817,12029,INSECTIVORE_PERCENT,79.59
10085854,13042,INSECTIVORE_PERCENT,74.34
10097544,15045,INSECTIVORE_PERCENT,60.12
10085845,13029,INSECTIVORE_PERCENT,65.85
10085303,13T035,INSECTIVORE_PERCENT,26.55
10097545,15052,INSECTIVORE_PERCENT,71.73
10080543,12T045,INSECTIVORE_PERCENT,34.13
10081827,12041,INSECTIVORE_PERCENT,55.81
10129831,16R050,INSECTIVORE_PERCENT,69.87
10081823,12037,INSECTIVORE_PERCENT,48.51
10091344,14003,INSECTIVORE_PERCENT,42.46
10085859,13047,INSECTIVORE_PERCENT,94.64
10085275,13T006,INSECTIVORE_PERCENT,77.45
10085291,13T022,INSECTIVORE_PERCENT,98.92
10081275,12W011,INSECTIVORE_PERCENT,37.68
10092661,14T131,INSECTIVORE_PERCENT,87.8
10087492,13042.5,INSECTIVORE_PERCENT,63.29
10085860,13048,INSECTIVORE_PERCENT,53.95
10097652,15042,INSECTIVORE_PERCENT,27.14
10081839,12059,INSECTIVORE_PERCENT,89.25
10081826,12040,INSECTIVORE_PERCENT,93.33
10080584,12T006,INSECTIVORE_PERCENT,96.14
10085843,13027,INSECTIVORE_PERCENT,75.82
10129846,16R033,INSECTIVORE_PERCENT,75.16
10097983,15014.5,INSECTIVORE_PERCENT,57.67
10129888,16029,INSECTIVORE_PERCENT,33.02
10091362,14025,INSECTIVORE_PERCENT,75.72
10085442,13T009.5,INSECTIVORE_PERCENT,75.81
10102104,16T006,INSECTIVORE_PERCENT,56.88
10092656,14T137,INSECTIVORE_PERCENT,28.05
10136285,17W011,INSECTIVORE_PERCENT,92.11
10085439,13T020.5,INSECTIVORE_PERCENT,94.74
10085847,13033,INSECTIVORE_PERCENT,78.52
10081799,12001,INSECTIVORE_PERCENT,88.46
10085841,13005,INSECTIVORE_PERCENT,57.33
10092118,14T011,INSECTIVORE_PERCENT,88.12
10092097,14T001,INSECTIVORE_PERCENT,46.32
10085304,13T036,INSECTIVORE_PERCENT,80
10092673,14T119,INSECTIVORE_PERCENT,88.4
10092116,14T014,INSECTIVORE_PERCENT,70.75
10085832,13015,INSECTIVORE_PERCENT,86.05
10130538,16R036.5,INSECTIVORE_PERCENT,48.25
10081811,12018,INSECTIVORE_PERCENT,67.12
10102107,16T009,INSECTIVORE_PERCENT,44.78
10136286,17W001,INSECTIVORE_PERCENT,86.49
10081803,12007,INSECTIVORE_PERCENT,58.9
10092653,14T126,INSECTIVORE_PERCENT,78.94
10085831,13014,INSECTIVORE_PERCENT,87.83
10092113,14T025,INSECTIVORE_PERCENT,57.19
10080578,12T012,INSECTIVORE_PERCENT,87.5
10096752,15R015,INSECTIVORE_PERCENT,76.9
10081810,12017,INSECTIVORE_PERCENT,78.79
10081840,12056,INSECTIVORE_PERCENT,53.51
