STATION_NAME,PROJECT_NAME,Conductance (uS/cm),ln(Conductance),cond_ref,cond_test
OBS-04-0003,2019 Corvallis,467.9,6.148254598,6.007792376,6.04015491
OBS050-0009,2018 Reference Sites,350.7,5.859931157,5.967303351,5.951220992
OBS050-0009,2018 Reference Sites,345,5.843544417,5.967303351,5.951220992
OBS050-0009,2018 Reference Sites,388,5.96100534,5.967303351,5.951220992
OBS050-0009,2018 Reference Sites,359,5.883322388,5.967303351,5.951220992
OBS050-0009,2018 Reference Sites,381,5.942799375,5.967303351,5.951220992
OBS050-0009,2005 Corvallis,364,5.897153868,5.967303351,5.951220992
OBS050-0009,2005 Corvallis,333,5.80814249,5.967303351,5.951220992
OBS050-0009,2005 Corvallis,341,5.831882477,5.967303351,5.951220992
OBS050-0009,2005 Corvallis,321,5.771441123,5.967303351,5.951220992
OBS-06-0002,2015 South Fork Blue River,222,5.402677382,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,139,4.934473933,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,112,4.718498871,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,162,5.087596335,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,169,5.129898715,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,90,4.49980967,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,169,5.129898715,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,198,5.288267031,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,151,5.017279837,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,254,5.537334267,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,60,4.094344562,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,182,5.204006687,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,198,5.288267031,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,266,5.583496309,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,227,5.424950017,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,240,5.480638923,5.958114866,5.867577153
OBS-06-0002,2015 South Fork Blue River,277,5.624017506,5.958114866,5.867577153
OBS-06-0003,2015 South Fork Blue River,50,3.912023005,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,160,5.075173815,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,186,5.225746674,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,151,5.017279837,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,204,5.318119994,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,83,4.418840608,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,171,5.141663557,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,169,5.129898715,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,182,5.204006687,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,187,5.231108617,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,206,5.327876169,5.990169331,5.895990818
OBS-06-0003,2015 South Fork Blue River,282,5.641907071,5.990169331,5.895990818
OBS-06-0004,2015 South Fork Blue River,239,5.476463552,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,175,5.164785974,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,143,4.96284463,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,186,5.225746674,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,199,5.293304825,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,135,4.905274778,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,196,5.278114659,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,219,5.38907173,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,205,5.323009979,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,206,5.327876169,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,131,4.875197323,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,212,5.356586275,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,213,5.361292166,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,216,5.375278408,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,221,5.398162702,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,224,5.411646052,5.964005898,5.969481821
OBS-06-0004,2015 South Fork Blue River,221,5.398162702,5.964005898,5.969481821
OBS-06-0005,2015 South Fork Blue River,107,4.672828834,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,172,5.147494477,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,208,5.33753808,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,167,5.117993812,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,236,5.463831805,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,67,4.204692619,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,175,5.164785974,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,191,5.252273428,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,200,5.298317367,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,211,5.351858133,5.994393785,5.899758192
OBS-06-0005,2015 South Fork Blue River,228,5.429345629,5.994393785,5.899758192
OBS-06-0006,2015 South Fork Blue River,207,5.332718793,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,233,5.451038454,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,237,5.468060141,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,241,5.484796933,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,230,5.438079309,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,229,5.433722004,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,270,5.598421959,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,270,5.598421959,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,261,5.564520407,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,252,5.529429088,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,250,5.521460918,5.970970596,5.954946691
OBS-06-0006,2015 South Fork Blue River,254,5.537334267,5.970970596,5.954946691
OBS-06-0008,2015 South Fork Blue River,313,5.746203191,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,250,5.521460918,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,209,5.342334252,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,248,5.513428746,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,272,5.605802066,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,203,5.313205979,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,264,5.575949103,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,276,5.620400866,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,287,5.659482216,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,282,5.641907071,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,154,5.036952602,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,261,5.564520407,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,266,5.583496309,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,272,5.605802066,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,272,5.605802066,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,286,5.655991811,5.976539283,5.962630208
OBS-06-0008,2015 South Fork Blue River,328,5.793013608,5.976539283,5.962630208
OBS-06-0010,2015 South Fork Blue River,123,4.812184355,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,184,5.214935758,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,216,5.375278408,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,165,5.105945474,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,137,4.919980926,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,67,4.204692619,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,175,5.164785974,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,176,5.170483995,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,178,5.18178355,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,187,5.231108617,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,141,4.94875989,5.986801289,5.901451837
OBS-06-0010,2015 South Fork Blue River,232,5.446737372,5.986801289,5.901451837
OBS-06-0011,2015 South Fork Blue River,102,4.624972813,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,140,4.941642423,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,162,5.087596335,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,120,4.787491743,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,267,5.587248658,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,68,4.219507705,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,170,5.135798437,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,172,5.147494477,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,187,5.231108617,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,204,5.318119994,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,238,5.472270674,5.989503488,5.865068434
OBS-06-0011,2015 South Fork Blue River,332,5.805134969,5.989503488,5.865068434
OBS-06-0012,2015 South Fork Blue River,53,3.970291914,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,193,5.262690189,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,196,5.278114659,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,173,5.153291594,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,206,5.327876169,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,126,4.836281907,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,213,5.361292166,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,216,5.375278408,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,215,5.370638028,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,218,5.384495063,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,227,5.424950017,5.983807706,5.960064477
OBS-06-0012,2015 South Fork Blue River,218,5.384495063,5.983807706,5.960064477
OBS-06-0013,2015 South Fork Blue River,492,6.198478716,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,387,5.958424693,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,346,5.846438775,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,426,6.054439346,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,387,5.958424693,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,317,5.758901774,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,416,6.03068526,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,421,6.042632834,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,345,5.843544417,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,407,6.008813185,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,399,5.988961417,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,438,6.08221891,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,437,6.079933195,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,443,6.09356977,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,443,6.09356977,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,422,6.045005314,5.952649362,5.877119067
OBS-06-0013,2015 South Fork Blue River,447,6.102558595,5.952649362,5.877119067
OBS-06-0014,2015 South Fork Blue River,313,5.746203191,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,425,6.052089169,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,442,6.091309882,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,323,5.777652323,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,417,6.033086222,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,385,5.953243334,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,451,6.11146734,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,456,6.12249281,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,449,6.107022888,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,436,6.077642243,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,430,6.063785209,5.953841563,5.877582294
OBS-06-0014,2015 South Fork Blue River,452,6.11368218,5.953841563,5.877582294
OBS-06-0015,2015 South Fork Blue River,215,5.370638028,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,406,6.00635316,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,428,6.059123196,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,291,5.673323267,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,405,6.003887067,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,270,5.598421959,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,412,6.021023349,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,433,6.070737728,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,432,6.068425588,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,430,6.063785209,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,426,6.054439346,5.932309645,5.967958462
OBS-06-0015,2015 South Fork Blue River,457,6.124683391,5.932309645,5.967958462
OBS-06-0016,2015 South Fork Blue River,244,5.497168225,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,334,5.811140993,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,374,5.924255797,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,387,5.958424693,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,389,5.963579344,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,174,5.159055299,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,332,5.805134969,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,341,5.831882477,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,370,5.913503006,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,383,5.948034989,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,399,5.988961417,5.975249385,5.95009057
OBS-06-0016,2015 South Fork Blue River,428,6.059123196,5.975249385,5.95009057
OBS-06-0018,2015 South Fork Blue River,65,4.17438727,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,170,5.135798437,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,204,5.318119994,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,185,5.220355825,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,187,5.231108617,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,54,3.988984047,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,185,5.220355825,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,187,5.231108617,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,189,5.241747015,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,197,5.283203729,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,202,5.308267697,5.960246987,5.879683017
OBS-06-0018,2015 South Fork Blue River,260,5.560681631,5.960246987,5.879683017
OBS-06-0019,2015 South Fork Blue River,84,4.430816799,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,150,5.010635294,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,186,5.225746674,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,158,5.062595033,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,265,5.579729826,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,108,4.682131227,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,172,5.147494477,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,170,5.135798437,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,180,5.192956851,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,188,5.236441963,5.990169331,5.895990818
OBS-06-0019,2015 South Fork Blue River,207,5.332718793,5.990169331,5.895990818
OBS-06-0020,2015 South Fork Blue River,234,5.455321115,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,317,5.758901774,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,348,5.85220248,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,409,6.013715156,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,369,5.910796644,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,183,5.209486153,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,317,5.758901774,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,328,5.793013608,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,346,5.846438775,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,354,5.869296913,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,384,5.950642553,5.977577302,5.954530077
OBS-06-0020,2015 South Fork Blue River,414,6.025865974,5.977577302,5.954530077
OBS-06-0021,2015 South Fork Blue River,290,5.669880923,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,405,6.003887067,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,440,6.086774727,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,321,5.771441123,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,409,6.013715156,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,365,5.899897354,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,437,6.079933195,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,451,6.11146734,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,452,6.11368218,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,450,6.109247583,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,446,6.100318952,5.98473617,5.933533662
OBS-06-0021,2015 South Fork Blue River,457,6.124683391,5.98473617,5.933533662
OBS-06-0022,2015 South Fork Blue River,214,5.365976015,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,137,4.919980926,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,114,4.736198448,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,150,5.010635294,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,163,5.093750201,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,58,4.060443011,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,166,5.111987788,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,189,5.241747015,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,146,4.983606622,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,202,5.308267697,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,55,4.007333185,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,174,5.159055299,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,177,5.176149733,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,184,5.214935758,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,194,5.267858159,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,209,5.342334252,5.961801125,5.874129156
OBS-06-0022,2015 South Fork Blue River,238,5.472270674,5.961801125,5.874129156
OBS-06-0026,2019 Corvallis,219,5.38907173,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,346.7,5.848459853,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,365.5,5.901266279,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,278,5.627621114,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,309,5.733341277,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,335.9,5.816813497,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,349,5.855071922,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,215,5.370638028,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,349,5.855071922,5.977577302,5.954530077
OBS-06-0026,2019 Corvallis,441.9,6.091083612,5.977577302,5.954530077
OBS-07-0022,2019 Corvallis,312,5.743003188,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,429.6,6.062854543,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,473,6.159095388,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,346,5.846438775,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,380,5.940171253,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,405.1,6.00413395,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,405,6.003887067,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,283,5.645446898,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,482.3,6.178566327,5.936272606,5.966076527
OBS-07-0022,2019 Corvallis,667,6.502790046,5.936272606,5.966076527
OBS080-0008,2005 Corvallis,256,5.545177444,5.988178195,5.983218259
OBS080-0008,2005 Corvallis,330,5.799092654,5.988178195,5.983218259
OBS080-0008,2005 Corvallis,274,5.613128106,5.988178195,5.983218259
OBS080-0008,2005 Corvallis,314,5.749392986,5.988178195,5.983218259
OBS080-0008,2005 Corvallis,319,5.765191103,5.988178195,5.983218259
OBS090-0005,2022 Reference Sites,374.2,5.924790414,6.00373405,6.03677059
OBS090-0005,2022 Reference Sites,372.2,5.919431344,6.00373405,6.03677059
OBS090-0005,2022 Reference Sites,429.4,6.062388885,6.00373405,6.03677059
OBS090-0005,2022 Reference Sites,383.3,5.948817972,6.00373405,6.03677059
OBS090-0005,2022 Reference Sites,391,5.96870756,6.00373405,6.03677059
OBS090-0005,2005 Corvallis,375,5.926926026,6.00373405,6.03677059
OBS090-0005,2005 Corvallis,393,5.973809612,6.00373405,6.03677059
OBS090-0005,2005 Corvallis,380,5.940171253,6.00373405,6.03677059
OBS090-0005,2005 Corvallis,406,6.00635316,6.00373405,6.03677059
OBS090-0005,2005 Corvallis,372,5.918893854,6.00373405,6.03677059
OBS090-0007,2022 Reference Sites,351.1,5.861071083,6.006744231,6.041206296
OBS090-0007,2022 Reference Sites,344.1,5.840932313,6.006744231,6.041206296
OBS090-0007,2022 Reference Sites,455.5,6.121395717,6.006744231,6.041206296
OBS090-0007,2022 Reference Sites,433.3,6.071430329,6.006744231,6.041206296
OBS090-0007,2022 Reference Sites,454.9,6.120077615,6.006744231,6.041206296
OBS090-0007,2005 Corvallis,374,5.924255797,6.006744231,6.041206296
OBS090-0007,2005 Corvallis,401,5.993961427,6.006744231,6.041206296
OBS090-0007,2005 Corvallis,461,6.133398043,6.006744231,6.041206296
OBS090-0007,2005 Corvallis,392,5.97126184,6.006744231,6.041206296
OBS090-0008,2022 Reference Sites,366.2,5.903179632,6.000740494,6.026931836
OBS090-0008,2022 Reference Sites,367.2,5.905906659,6.000740494,6.026931836
OBS090-0008,2022 Reference Sites,430.1,6.06401774,6.000740494,6.026931836
OBS090-0008,2022 Reference Sites,430.4,6.064715009,6.000740494,6.026931836
OBS090-0008,2022 Reference Sites,432.1,6.068657043,6.000740494,6.026931836
OBS090-0008,2010 Corvallis,383,5.948034989,6.000740494,6.026931836
OBS090-0008,2010 Corvallis,382,5.945420609,6.000740494,6.026931836
OBS090-0008,2010 Corvallis,397,5.983936281,6.000740494,6.026931836
OBS090-0008,2010 Corvallis,438,6.08221891,6.000740494,6.026931836
OBS090-0008,2010 Corvallis,347,5.84932478,6.000740494,6.026931836
OBS090-0009,2010 Corvallis,407,6.008813185,6.007792376,6.04015491
OBS090-0009,2010 Corvallis,431,6.06610809,6.007792376,6.04015491
OBS090-0009,2010 Corvallis,418,6.035481433,6.007792376,6.04015491
OBS090-0009,2010 Corvallis,767,6.642486801,6.007792376,6.04015491
OBS090-0009,2010 Corvallis,361,5.888877958,6.007792376,6.04015491
OBS090-0011,2021-2022 Coolwater IBI,381.2,5.943324172,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,401.2,5.994460056,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,523,6.259581464,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,445.7,6.09964608,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,482.7,6.179395343,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,538,6.28785856,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,425.6,6.053499938,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,519,6.251903883,6.006574526,5.994967965
OBS090-0011,2021-2022 Coolwater IBI,561,6.329720906,6.006574526,5.994967965
OBS090-0011,2010 Corvallis,400,5.991464547,6.006574526,5.994967965
OBS090-0011,2010 Corvallis,474,6.161207322,6.006574526,5.994967965
OBS090-0011,2010 Corvallis,460,6.131226489,6.006574526,5.994967965
OBS090-0011,2010 Corvallis,474,6.161207322,6.006574526,5.994967965
OBS-11-0002,2019 Corvallis,154.4,5.039546638,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,294.9,5.686636316,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,317.2,5.75953249,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,211,5.351858133,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,252,5.529429088,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,283.6,5.647564795,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,275,5.616771098,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,197,5.283203729,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,272,5.605802066,5.856364399,5.759954123
OBS-11-0002,2019 Corvallis,378,5.934894196,5.856364399,5.759954123
OBS-11-0008,2019 Corvallis,229.4,5.435467205,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,397.8,5.985949366,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,451.5,6.112575373,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,327,5.789960171,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,396,5.981414211,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,497.1,6.208791213,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,395,5.978885765,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,214,5.365976015,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,217,5.379897354,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,456.4,6.123369618,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,547,6.304448802,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,370,5.913503006,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,651,6.478509642,5.867496126,5.849096993
OBS-11-0008,2019 Corvallis,414.4,6.026831691,5.867496126,5.849096993
