STATION_NAME,PROJECT_NAME,Conductance (uS/cm),ln(Conductance),cond_ref,cond_test
GML070-0004,2007 Corvallis,606,6.406879986,6.260980054,6.276115771
GML070-0004,2007 Corvallis,616,6.423246964,6.260980054,6.276115771
GML070-0004,2007 Corvallis,537,6.285998095,6.260980054,6.276115771
GML070-0004,2007 Corvallis,436,6.077642243,6.260980054,6.276115771
GML080-0002,2007 Corvallis,690,6.536691598,6.257593246,6.370562527
GML080-0002,2007 Corvallis,675,6.514712691,6.257593246,6.370562527
GML080-0002,2007 Corvallis,839,6.732210706,6.257593246,6.370562527
GML080-0002,2007 Corvallis,831,6.722629795,6.257593246,6.370562527
GML080-0002,2007 Corvallis,705,6.558197803,6.257593246,6.370562527
GMU110-0004,2007 Corvallis,700,6.551080335,6.381996276,6.31564337
GMU110-0004,2007 Corvallis,724,6.584791392,6.381996276,6.31564337
GMU110-0004,2007 Corvallis,2140,7.668561108,6.381996276,6.31564337
GMU110-0004,2007 Corvallis,1590,7.371489295,6.381996276,6.31564337
GMU110-0004,2007 Corvallis,661,6.49375384,6.381996276,6.31564337
GMW-01-0003,2014 Corvallis,599,6.395261598,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,628,6.442540166,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,599,6.395261598,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,670,6.507277712,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,622,6.432940093,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,651.4,6.479123893,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,663,6.49677499,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,586,6.37331979,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,645,6.469250317,6.336437102,6.401304619
GMW-01-0003,2014 Corvallis,641,6.463029457,6.336437102,6.401304619
GMW010-0035,2007 Corvallis,659,6.490723535,6.247613595,6.313590269
GMW010-0035,2007 Corvallis,615,6.421622268,6.247613595,6.313590269
GMW010-0035,2007 Corvallis,634,6.452048954,6.247613595,6.313590269
GMW010-0035,2007 Corvallis,638,6.458338283,6.247613595,6.313590269
GMW010-0035,2007 Corvallis,544,6.298949247,6.247613595,6.313590269
GMW010-0035,2007 Corvallis,5.44,1.693779061,6.247613595,6.313590269
GMW-01-0004,2014 Corvallis,607,6.408528791,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,632,6.448889394,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,607,6.408528791,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,676,6.516193076,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,638,6.458338283,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,661,6.49375384,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,618,6.426488457,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,404,6.001414878,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,662,6.495265556,6.330816409,6.393096513
GMW-01-0004,2014 Corvallis,646,6.470799504,6.330816409,6.393096513
GMW010-0041,2007 Corvallis,666,6.501289671,6.286398978,6.317617854
GMW010-0041,2007 Corvallis,655,6.484635236,6.286398978,6.317617854
GMW010-0041,2007 Corvallis,653,6.481577129,6.286398978,6.317617854
GMW010-0041,2007 Corvallis,654,6.483107351,6.286398978,6.317617854
GMW010-0041,2007 Corvallis,561,6.329720906,6.286398978,6.317617854
GMW010-0041,2007 Corvallis,561,6.329720906,6.286398978,6.317617854
GMW010-0044,2015 Reference Sites,570,6.345636361,6.325749411,6.36623044
GMW010-0044,2015 Reference Sites,531,6.274762021,6.325749411,6.36623044
GMW010-0044,2015 Reference Sites,574,6.352629396,6.325749411,6.36623044
GMW010-0044,2015 Reference Sites,595,6.388561406,6.325749411,6.36623044
GMW010-0044,2015 Reference Sites,625,6.43775165,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,607,6.408528791,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,623,6.434546519,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,604,6.403574198,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,593,6.385194399,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,424.2,6.050205042,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,605,6.405228458,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,573,6.350885717,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,569,6.343880434,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,628,6.442540166,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,636,6.455198563,6.325749411,6.36623044
GMW010-0044,2021-2022 Coolwater IBI,599,6.395261598,6.325749411,6.36623044
GMW010-0044,2007 Corvallis,576,6.356107661,6.325749411,6.36623044
GMW010-0044,2007 Corvallis,518,6.249975242,6.325749411,6.36623044
GMW010-0044,2007 Corvallis,521,6.255750042,6.325749411,6.36623044
GMW010-0044,2007 Corvallis,515,6.244166901,6.325749411,6.36623044
GMW010-0044,2007 Corvallis,432,6.068425588,6.325749411,6.36623044
GMW010-0045,2007 Corvallis,657,6.487684018,6.303309673,6.365949716
GMW010-0045,2007 Corvallis,649,6.475432717,6.303309673,6.365949716
GMW010-0045,2007 Corvallis,675,6.514712691,6.303309673,6.365949716
GMW010-0045,2007 Corvallis,657,6.487684018,6.303309673,6.365949716
GMW010-0045,2007 Corvallis,582,6.366470448,6.303309673,6.365949716
GMW-01-0005,2014 Corvallis,533,6.278521424,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,608,6.410174882,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,534,6.280395839,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,556,6.320768294,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,460,6.131226489,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,633,6.450470422,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,661,6.49375384,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,652,6.480044562,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,497,6.208590026,6.326244739,6.370225101
GMW-01-0005,2014 Corvallis,624,6.436150368,6.326244739,6.370225101
GMW-01-0006,2014 Corvallis,645,6.469250317,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,620,6.429719478,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,645,6.469250317,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,580,6.363028104,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,381,5.942799375,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,620,6.429719478,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,650,6.476972363,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,662,6.495265556,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,462,6.135564891,6.32466667,6.368031643
GMW-01-0006,2014 Corvallis,635,6.453624999,6.32466667,6.368031643
GMW-02-0001,2014 Corvallis,670,6.507277712,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,615,6.421622268,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,647,6.472346295,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,631,6.447305863,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,632,6.448889394,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,630,6.445719819,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,667,6.502790046,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,663,6.49677499,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,536,6.284134161,6.346792717,6.411743475
GMW-02-0001,2014 Corvallis,647,6.472346295,6.346792717,6.411743475
GMW-02-0002,2014 Corvallis,696,6.54534966,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,624,6.436150368,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,554,6.317164687,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,656,6.486160789,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,481,6.17586727,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,652,6.480044562,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,707,6.561030666,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,704,6.556778356,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,632,6.448889394,6.348407307,6.426899883
GMW-02-0002,2014 Corvallis,743,6.610696045,6.348407307,6.426899883
GMW020-0029,2007 Corvallis,638,6.458338283,6.347396298,6.423637008
GMW020-0029,2007 Corvallis,533,6.278521424,6.347396298,6.423637008
GMW020-0029,2007 Corvallis,648,6.473890696,6.347396298,6.423637008
GMW020-0029,2007 Corvallis,647,6.472346295,6.347396298,6.423637008
GMW020-0029,2007 Corvallis,580,6.363028104,6.347396298,6.423637008
GMW020-0029,2007 Corvallis,580,6.363028104,6.347396298,6.423637008
GMW-02-0003,2014 Corvallis,590,6.380122537,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,614,6.419994928,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,590,6.380122537,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,634,6.452048954,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,642,6.464588304,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,632,6.448889394,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,665,6.499787041,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,650,6.476972363,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,524,6.261491684,6.349552786,6.413771069
GMW-02-0003,2014 Corvallis,653,6.481577129,6.349552786,6.413771069
GMW020-0033,2007 Corvallis,628,6.442540166,6.336592171,6.400247139
GMW020-0033,2007 Corvallis,494,6.202535517,6.336592171,6.400247139
GMW020-0033,2007 Corvallis,584,6.369900983,6.336592171,6.400247139
GMW020-0033,2007 Corvallis,579,6.361302478,6.336592171,6.400247139
GMW020-0033,2007 Corvallis,533,6.278521424,6.336592171,6.400247139
GMW020-0033,2007 Corvallis,533,6.278521424,6.336592171,6.400247139
GMW020-0035,2015 Reference Sites,555,6.318968114,6.366747475,6.430991902
GMW020-0035,2015 Reference Sites,523,6.259581464,6.366747475,6.430991902
GMW020-0035,2015 Reference Sites,566,6.338594078,6.366747475,6.430991902
GMW020-0035,2015 Reference Sites,641,6.463029457,6.366747475,6.430991902
GMW020-0035,2015 Reference Sites,642,6.464588304,6.366747475,6.430991902
GMW020-0035,2007 Corvallis,619,6.428105273,6.366747475,6.430991902
GMW020-0035,2007 Corvallis,527,6.267200549,6.366747475,6.430991902
GMW020-0035,2007 Corvallis,598,6.393590754,6.366747475,6.430991902
GMW020-0035,2007 Corvallis,588,6.376726948,6.366747475,6.430991902
GMW020-0035,2007 Corvallis,502,6.21860012,6.366747475,6.430991902
GMW020-0036,2007 Corvallis,605,6.405228458,6.32610063,6.374290135
GMW020-0036,2007 Corvallis,571,6.34738921,6.32610063,6.374290135
GMW020-0036,2007 Corvallis,531,6.274762021,6.32610063,6.374290135
GMW020-0036,2007 Corvallis,530,6.272877007,6.32610063,6.374290135
GMW020-0036,2007 Corvallis,488,6.190315406,6.32610063,6.374290135
GMW-02-0004,2014 Corvallis,602,6.400257445,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,617,6.424869024,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,602,6.400257445,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,659,6.490723535,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,604,6.403574198,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,650.3,6.477433795,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,653,6.481577129,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,665,6.499787041,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,639,6.459904454,6.354884306,6.419464589
GMW-02-0004,2014 Corvallis,618,6.426488457,6.354884306,6.419464589
GMW-02-0014,2015 Reference Sites,561,6.329720906,6.346792717,6.411743475
GMW-02-0014,2015 Reference Sites,539,6.289715571,6.346792717,6.411743475
GMW-02-0014,2015 Reference Sites,559,6.326149473,6.346792717,6.411743475
GMW-02-0014,2015 Reference Sites,600,6.396929655,6.346792717,6.411743475
GMW-02-0014,2015 Reference Sites,656,6.486160789,6.346792717,6.411743475
GMW030-0025,2018 Reference Sites,739,6.605297921,6.352210626,6.414072004
GMW030-0025,2018 Reference Sites,556,6.320768294,6.352210626,6.414072004
GMW030-0025,2018 Reference Sites,492,6.198478716,6.352210626,6.414072004
GMW030-0025,2018 Reference Sites,649,6.475432717,6.352210626,6.414072004
GMW030-0025,2018 Reference Sites,638,6.458338283,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,650,6.476972363,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,578,6.359573869,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,641,6.463029457,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,630,6.445719819,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,565,6.336825731,6.352210626,6.414072004
GMW030-0025,2007 Corvallis,565,6.336825731,6.352210626,6.414072004
GMW030-0026,2007 Corvallis,626,6.439350371,6.35469299,6.376622779
GMW030-0026,2007 Corvallis,613,6.418364936,6.35469299,6.376622779
GMW030-0026,2007 Corvallis,578,6.359573869,6.35469299,6.376622779
GMW030-0026,2007 Corvallis,569,6.343880434,6.35469299,6.376622779
GMW030-0026,2007 Corvallis,527,6.267200549,6.35469299,6.376622779
GMW030-0026,2007 Corvallis,527,6.267200549,6.35469299,6.376622779
GMW-03-0007,2014 Corvallis,811,6.698268054,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,695,6.543911846,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,751,6.621405652,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,777,6.65544035,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,715,6.572282543,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,730,6.593044534,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,716,6.573680167,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,726,6.587550015,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,741,6.608000625,6.269285974,6.256835165
GMW-03-0007,2014 Corvallis,778,6.656726524,6.269285974,6.256835165
GMW-03-0008,2014 Corvallis,629,6.444131257,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,620,6.429719478,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,651,6.478509642,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,651,6.478509642,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,670,6.507277712,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,622,6.432940093,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,646.4,6.471418507,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,644,6.467698726,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,648,6.473890696,6.331766221,6.389834768
GMW-03-0008,2014 Corvallis,639,6.459904454,6.331766221,6.389834768
GMW-03-0009,2014 Corvallis,620,6.429719478,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,597,6.391917113,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,544,6.298949247,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,649,6.475432717,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,635,6.453624999,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,642,6.464588304,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,668,6.504288174,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,656,6.486160789,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,593,6.385194399,6.35984077,6.420353757
GMW-03-0009,2014 Corvallis,665,6.499787041,6.35984077,6.420353757
GMW-03-0015,2014 Corvallis,654,6.483107351,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,660,6.492239835,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,670,6.507277712,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,697,6.546785411,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,636,6.455198563,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,677.9,6.518999784,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,688,6.533788838,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,710.5,6.565968948,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,651,6.478509642,6.361014639,6.420875037
GMW-03-0015,2014 Corvallis,680,6.522092798,6.361014639,6.420875037
GMW-04-0002,2014 Corvallis,615,6.421622268,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,468,6.148468296,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,614,6.419994928,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,567,6.340359304,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,584,6.369900983,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,622,6.432940093,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,651,6.478509642,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,658,6.489204931,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,602,6.400257445,6.373018981,6.439166816
GMW-04-0002,2014 Corvallis,606,6.406879986,6.373018981,6.439166816
GMW-04-0003,2014 Corvallis,620,6.429719478,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,418,6.035481433,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,620,6.429719478,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,571,6.34738921,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,583,6.368187186,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,624,6.436150368,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,651,6.478509642,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,663,6.49677499,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,605,6.405228458,6.379450948,6.448701865
GMW-04-0003,2014 Corvallis,585,6.371611847,6.379450948,6.448701865
GMW040-0036,2007 Corvallis,618,6.426488457,6.386459908,6.453659293
GMW040-0036,2007 Corvallis,577,6.357842267,6.386459908,6.453659293
GMW040-0036,2007 Corvallis,616,6.423246964,6.386459908,6.453659293
GMW040-0036,2007 Corvallis,608,6.410174882,6.386459908,6.453659293
GMW040-0036,2007 Corvallis,5.6,1.722766598,6.386459908,6.453659293
GMW-04-0004,2014 Corvallis,620,6.429719478,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,477,6.167516491,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,612,6.416732283,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,567,6.340359304,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,572,6.349138991,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,622,6.432940093,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,650,6.476972363,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,657,6.487684018,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,611,6.415096959,6.389481754,6.452087465
GMW-04-0004,2014 Corvallis,608,6.410174882,6.389481754,6.452087465
GMW040-0040,2015 Reference Sites,573,6.350885717,6.30670689,6.38296859
GMW040-0040,2015 Reference Sites,509,6.232448017,6.30670689,6.38296859
GMW040-0040,2015 Reference Sites,573,6.350885717,6.30670689,6.38296859
GMW040-0040,2015 Reference Sites,623,6.434546519,6.30670689,6.38296859
GMW040-0040,2015 Reference Sites,622,6.432940093,6.30670689,6.38296859
GMW040-0040,2007 Corvallis,589,6.378426184,6.30670689,6.38296859
GMW040-0040,2007 Corvallis,589,6.378426184,6.30670689,6.38296859
GMW040-0040,2007 Corvallis,581,6.364750757,6.30670689,6.38296859
GMW040-0040,2007 Corvallis,565,6.336825731,6.30670689,6.38296859
GMW040-0040,2007 Corvallis,451,6.11146734,6.30670689,6.38296859
GMW040-0043,2018 Reference Sites,709,6.563855527,6.386565668,6.454697091
GMW040-0043,2018 Reference Sites,574,6.352629396,6.386565668,6.454697091
GMW040-0043,2018 Reference Sites,526,6.265301213,6.386565668,6.454697091
GMW040-0043,2018 Reference Sites,542,6.295266001,6.386565668,6.454697091
GMW040-0043,2018 Reference Sites,690,6.536691598,6.386565668,6.454697091
GMW040-0043,2007 Corvallis,602,6.400257445,6.386565668,6.454697091
GMW040-0043,2007 Corvallis,550,6.309918278,6.386565668,6.454697091
GMW040-0043,2007 Corvallis,620,6.429719478,6.386565668,6.454697091
GMW040-0043,2007 Corvallis,574,6.352629396,6.386565668,6.454697091
GMW040-0043,2007 Corvallis,503,6.22059017,6.386565668,6.454697091
GMW040-0044,2007 Corvallis,571,6.34738921,6.333689033,6.420260779
GMW040-0044,2007 Corvallis,575,6.354370041,6.333689033,6.420260779
GMW040-0044,2007 Corvallis,579,6.361302478,6.333689033,6.420260779
GMW040-0044,2007 Corvallis,575,6.354370041,6.333689033,6.420260779
GMW040-0044,2007 Corvallis,518,6.249975242,6.333689033,6.420260779
GMW040-0045,2007 Corvallis,593,6.385194399,6.163462149,6.152981189
GMW040-0045,2007 Corvallis,576,6.356107661,6.163462149,6.152981189
GMW040-0045,2007 Corvallis,539,6.289715571,6.163462149,6.152981189
GMW040-0045,2007 Corvallis,542,6.295266001,6.163462149,6.152981189
GMW040-0045,2007 Corvallis,466,6.144185634,6.163462149,6.152981189
GMW-04-0005,2014 Corvallis,568,6.342121419,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,497,6.208590026,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,630,6.445719819,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,634,6.452048954,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,602,6.400257445,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,643,6.466144724,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,630,6.445719819,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,602,6.400257445,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,618,6.426488457,6.163486433,6.153293569
GMW-04-0005,2014 Corvallis,619,6.428105273,6.163486433,6.153293569
GMW-04-0008,2014 Corvallis,611,6.415096959,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,373,5.92157842,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,600,6.396929655,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,604,6.403574198,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,525,6.263398263,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,610,6.413458957,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,608,6.410174882,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,578,6.359573869,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,568,6.342121419,6.12222077,6.097813522
GMW-04-0008,2014 Corvallis,567,6.340359304,6.12222077,6.097813522
GMW-04-0012,2014 Corvallis,599,6.395261598,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,360,5.886104031,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,600,6.396929655,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,571,6.34738921,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,579,6.361302478,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,610,6.413458957,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,641,6.463029457,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,636,6.455198563,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,641,6.463029457,6.383333096,6.451385136
GMW-04-0012,2014 Corvallis,595,6.388561406,6.383333096,6.451385136
GMW-04-0013,2021-2022 Coolwater IBI,541,6.293419279,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,576,6.356107661,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,579,6.361302478,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,622,6.432940093,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,525,6.263398263,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,536,6.284134161,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,550,6.309918278,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,538,6.28785856,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,545,6.300785795,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,575,6.354370041,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,603,6.401917197,6.156198624,6.114795895
GMW-04-0013,2021-2022 Coolwater IBI,547,6.304448802,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,534,6.280395839,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,419,6.03787092,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,534,6.280395839,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,581,6.364750757,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,587,6.37502482,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,591,6.381816017,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,580,6.363028104,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,519,6.251903883,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,552,6.313548046,6.156198624,6.114795895
GMW-04-0013,2014 Corvallis,574,6.352629396,6.156198624,6.114795895
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,670,6.507277712,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,668,6.504288174,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,478,6.169610732,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,682,6.525029658,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,645,6.469250317,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,601,6.398594935,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,613,6.418364936,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,589,6.378426184,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,572,6.349138991,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,573,6.350885717,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,625,6.43775165,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,604,6.403574198,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,571,6.34738921,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,608,6.410174882,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,558,6.324358962,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,588,6.376726948,6.329724401,6.419872359
GMW-04-0018,2013 Southern Whitewater River Watershed Baseline,591,6.381816017,6.329724401,6.419872359
GMW-04-0019,2015 Reference Sites,523,6.259581464,6.163462149,6.152981189
GMW-04-0019,2015 Reference Sites,501,6.216606101,6.163462149,6.152981189
GMW-04-0019,2015 Reference Sites,578,6.359573869,6.163462149,6.152981189
GMW-04-0019,2015 Reference Sites,596,6.390240667,6.163462149,6.152981189
GMW-04-0019,2015 Reference Sites,630,6.445719819,6.163462149,6.152981189
